desperacja	desperować
przelicytowywanie	przelicytowywać
meldowanie	meldować
raportowanie	raportować
wzywanie	wzywać
alarmowanie	alarmować
odgrzewanie	odgrzewać
wymeldowywanie	wymeldowywać
uświadamianie	uświadamiać
oświecanie	oświecać
odkurzanie	odkurzać
skarżenie	skarżyć
awizowanie	awizować
licytowanie	licytować
denuncjowanie	denuncjować
monitowanie	monitować
zaświadczanie	zaświadczać
przypominanie	przypominać
wydobywanie z niepamięci	wydobywać z niepamięci
wydobywanie z zapomnienia	wydobywać z zapomnienia
wywoływanie z pamięci	wywoływać z pamięci
obrażanie	obrażać
zakłócanie	zakłócać
kłócenie	kłócić
wdzieranie się	wdzierać się
grzeszenie	grzeszyć
popełnianie grzechu	popełniać grzech
wstrząsanie	wstrząsać
rozbijanie	rozbijać
rozsadzanie	rozsadzać
destabilizowanie	destabilizować
faulowanie	faulować
anarchizowanie	anarchizować
zdradzanie	zdradzać
demontowanie	demontować
naruszanie	naruszać
łamanie	łamać
przekraczanie	przekraczać
burzenie	burzyć
zaburzanie	zaburzać
uchybianie	uchybiać
wykraczanie	wykraczać
wprowadzanie	wprowadzać
rozprzęganie	rozprzęgać
dezorganizowanie	dezorganizować
rozregulowywanie	rozregulowywać
rozstrajanie	rozstrajać
włamywanie się	włamywać się
mieszanie	mieszać
gwałcenie	gwałcić
pogwałcanie	pogwałcać
mącenie	mącić
zmącanie	zmącać
zamącanie	zamącać
przerywanie	przerywać
porzucanie	porzucać
odchodzenie	odchodzić
sprzeniewierzanie	sprzeniewierzać
płatanie	płatać
oddalanie	oddalać
wpuszczanie	wpuszczać
GERUNDIUM - CZYNNOŚĆ NDK oznaczająca powodowanie zmiany sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie	CZASOWNIK - CZYNNOŚĆ NDK oznaczający powodowanie zmiany sytuacji związanych (lub sytuacji związanych) ze współżyciem w społeczeństwie
rzucanie	rzucać
wyrządzanie	wyrządzać
odsuwanie	odsuwać
zostawianie	zostawiać
pozostawianie	pozostawiać
osamotnianie	osamotniać
robienie czegoś niezgodnego z prawem lub z normami społecznymi	robić coś niezgodnego z prawem lub z normami społecznymi
zapominanie	zapominać
wsławianie	wsławiać
rozsławianie	rozsławiać
opromienianie	opromieniać
wygarnianie	wygarniać
opuszczanie	opuszczać
wyrządzanie krzywdy	wyrządzać krzywdę
urządzanie	urządzać
załatwianie	załatwiać
wyrządzanie szkody	wyrządzać szkodę
czynienie czegoś złego	czynić coś złego
czynienie zła	czynić zło
wypominanie	wypominać
wyrzucanie	wyrzucać
wymawianie	wymawiać
dopuszczanie się	dopuszczać się
popełnianie	popełniać
wytykanie	wytykać
GERUNDIUM - CZYNNOŚĆ NDK oznaczająca powodowanie zmiany w obrębie relacji abstrakcyjnych	CZASOWNIK - CZYNNOŚĆ NDK oznaczający powodowanie zmiany w obrębie relacji abstrakcyjnych
odprężanie	odprężać
relaksowanie	relaksować
wyluzowywanie	wyluzowywać
rozluźnianie	rozluźniać
kurowanie się	kurować się
leczenie się	leczyć się
rehabilitowanie się	rehabilitować się
sprowadzanie	sprowadzać
GERUNDIUM - CZYNNOŚĆ NDK oznaczająca powodowanie reakcji organizmu lub czynności fizjologicznej	CZASOWNIK - CZYNNOŚĆ NDK oznaczający powodowanie reakcji organizmu lub czynności fizjologicznej
GERUNDIUM - CZYNNOŚĆ NDK oznaczająca powodowanie zmiany posiadania lub sytuację związaną z posiadaniem	CZASOWNIK - CZYNNOŚĆ NDK oznaczający powodowanie zmiany posiadania lub sytuację związaną z posiadaniem
GERUNDIUM - CZYNNOŚĆ NDK oznaczająca powodowanie zm. stanu mentalnego lub emocjonalnego albo reakcję emocjonalno-fizjologiczną	CZASOWNIK - CZYNNOŚĆ NDK oznaczający powodowanie zm. stanu mentalnego lub emocjonalnego albo reakcję emocjonalno-fizjologiczną
GERUNDIUM - CZYNNOŚĆ NDK oznaczająca kontakt fizyczny, który wpływa na obiekt	CZASOWNIK - CZYNNOŚĆ NDK oznaczający kontakt fizyczny, który wpływa na obiekt
odbijanie	odbijać
wybijanie	wybijać
wytrącanie	wytrącać
powodowanie _CZYNNOŚĆ_	powodować _CZYNNOŚĆ_
zgadzanie	zgadzać
wplątywanie	wplątywać
pakowanie	pakować
wkopywanie	wkopywać
branie	brać
kontraktowanie	kontraktować
wciąganie	wciągać
wiązanie	wiązać
żenienie się	żenić się
branie za żonę	brać za żonę
mieszanie	mieszać
angażowanie	angażować
wikłanie	wikłać
włączanie	włączać
przyjmowanie	przyjmować
okrętowanie	okrętować
mustrowanie	mustrować
werbowanie	werbować
zatrudnianie	zatrudniać
angażowanie	angażować
katalogowanie	katalogować
ewidencjonowanie	ewidencjonować
wplatanie	wplatać
zapisywanie	zapisywać
wpisywanie	wpisywać
zgłaszanie	zgłaszać
wklejanie	wklejać
rejestrowanie	rejestrować
notowanie	notować
odnotowywanie	odnotowywać
uruchamianie	uruchamiać
uruchomianie	uruchomiać
księgowanie	księgować
przekopiowywanie	przekopiowywać
immatrykulowanie	immatrykulować
wchłanianie	wchłaniać
wgrywanie	wgrywać
wbudowywanie	wbudowywać
wrysowywanie	wrysowywać
anektowanie	anektować
wkomponowywanie	wkomponowywać
inkorporowanie	inkorporować
włączanie	włączać
wcielanie	wcielać
przyłączanie	przyłączać
wymeldowywanie	wymeldowywać
wciąganie	wciągać
wpisywanie	wpisywać
wprowadzanie	wprowadzać
trzepanie	trzepać
trzepotanie	trzepotać
dyndanie	dyndać
majtanie	majtać
majdanie	majdać
poświstywanie	poświstywać
machanie	machać
miganie	migać
świstanie	świstać
merdanie	merdać
wierzganie	wierzgać
fikanie	fikać
merdanie	merdać
śmiganie	śmigać
powiewanie	powiewać
kiwanie	kiwać
wymachiwanie	wymachiwać
wywijanie	wywijać
strzyżenie	strzyc
mruganie	mrugać
kołysanie	kołysać
bujanie	bujać
branie	brać
huśtanie	huśtać
wachlowanie	wachlować
wychładzanie	wychładzać
wyziębianie	wyziębiać
podrzucanie	podrzucać
ruszanie	ruszać
poruszanie	poruszać
kolebanie	kolebać
ziębienie	ziębić
oziębianie	oziębiać
rzucanie	rzucać
przebieranie	przebierać
ssanie	ssać
odstępowanie	odstępować
zredukowanie	zredukować
wycofywanie się	wycofywać się
zakończenie stosunku pracy	zakończyć stosunek pracy
wypowiedzenie	wypowiedzieć
wymówienie	wymówić
oddalenie	oddalić
zdradzanie	zdradzać
zdymisjonowanie	zdymisjonować
odwołanie	odwołać
wychylanie się	wychylać się
kupczenie	kupczyć
ustąpienie	ustąpić
podanie się do dymisji	podać się do dymisji
złożenie urzędu	złożyć urząd
frymarczenie	frymarczyć
rozmyślanie się	rozmyślać się
cofanie się rakiem	cofać się rakiem
sprzeniewierzanie się	sprzeniewierzać się
abdykowanie	abdykować
zdemobilizowanie	zdemobilizować
odprawienie	odprawić
zwolnienie	zwolnić
anulowanie	anulować
wycofanie się	wycofać się
sprzeniewierzenie się	sprzeniewierzyć się
zniesienie	znieść
zdjęcie	zdjąć
przedawnienie	przedawnić
zaprzedanie	zaprzedać
zdelegalizowanie	zdelegalizować
rozmyślenie się	rozmyślić się
zdezaktualizowanie	zdezaktualizować
delegalizowanie	delegalizować
rozwiązanie	rozwiązać
wychylenie się	wychylić się
odstąpienie	odstąpić
przekreślenie	przekreślić
abrogowanie	abrogować
cofnięcie	cofnąć
odwołanie	odwołać
wycofanie	wycofać
uchylenie	uchylić
skasowanie	skasować
unieważnienie	unieważnić
zdradzenie	zdradzić
umorzenie	umorzyć
zajechanie	zajechać
odwłóczenie	odwłóczyć
zerwanie	zerwać
odłożenie	odłożyć
odwleczenie	odwlec
ucięcie	uciąć
odsunięcie	odsunąć
oddalenie	oddalić
wstrzymanie się	wstrzymać się
odczekanie	odczekać
zatrzymanie się	zatrzymać się
odpoczęcie	odpocząć
przerwanie	przerwać
rozłączenie się	rozłączyć się
wzlecenie	wzlecieć
rozerwanie	rozerwać
oderwanie się	oderwać się
usuwanie	usuwać
ekstyrpowanie	ekstyrpować
łyżeczkowanie	łyżeczkować
kastrowanie	kastrować
trzebienie	trzebić
wycinanie	wycinać
docinanie	docinać
wymrażanie	wymrażać
golenie	golić
prześwietlanie	prześwietlać
wygalanie	wygalać
kastrowanie	kastrować
wyżynanie	wyżynać
obrzezywanie	obrzezywać
wykrawanie	wykrawać
pobieranie	pobierać
rozchodzenie się	rozchodzić się
odgradzanie się	odgradzać się
izolowanie się	izolować się
odizolowywanie się	odizolowywać się
odosabnianie się	odosabniać się
rozwodzenie się	rozwodzić się
branie rozwodu	brać rozwód
rozchodzenie się	rozchodzić się
zamykanie się	zamykać się
zrywanie	zrywać
umykanie	umykać
rozstawanie się	rozstawać się
rozłączanie się	rozłączać się
oddalanie się	oddalać się
odsuwanie się	odsuwać się
odżegnywanie się	odżegnywać się
odcinanie się	odcinać się
wyobcowywanie się	wyobcowywać się
oszczędzanie	oszczędzać
cofanie się	cofać się
zwijanie żagli	zwijać żagle
zwijanie chorągiewki	zwijać chorągiewkę
zwalnianie się	zwalniać się
darowywanie	darowywać
kładzenie lachy	kłaść lachę
rezygnowanie	rezygnować
odchodzenie	odchodzić
zarzucanie	zarzucać
rozstawanie się	rozstawać się
machanie ręką	machać ręką
darowanie sobie	darować
dawanie sobie spokoju	dawać sobie spokój
odpuszczanie sobie	odpuszczać sobie
tchórzenie	tchórzyć
chowanie głowy w piasek	chować głowę w piasek
spisywanie ... na straty	spisywać na straty
zostawianie	zostawiać
pozostawianie	pozostawiać
ułaskawianie	ułaskawiać
rejterowanie	rejterować
dezerterowanie	dezerterować
odżegnywanie się	odżegnywać się
stawianie krzyżyka	stawiać krzyżyk
kładzenie krzyżyka	kłaść krzyżyk
kończenie	kończyć
zakończanie	zakończać
zakańczanie	zakańczać
żegnanie się	żegnać się
relegowanie	relegować
wykopywanie	wykopywać
detronizowanie	detronizować
utrącanie	utrącać
wylewanie	wylewać
przefiltrowywanie	przefiltrowywać
wyrzucanie	wyrzucać
wywalanie	wywalać
usuwanie	usuwać
deportowanie	deportować
obalanie	obalać
wychrzanianie	wychrzaniać
wydalanie	wydalać
odzwyczajanie się	odzwyczajać się
odwykanie	odwykać
wypieranie	wypierać
oduczanie się	oduczać się
spławianie	spławiać
przepłakiwanie	przepłakiwać
odreagowywanie	odreagowywać
rozładowywanie	rozładowywać
wyładowywanie	wyładowywać
pozbywanie się	pozbywać się
wygryzanie	wygryzać
zapijanie	zapijać
zdawanie	zdawać
odnoszenie	odnosić
oddawanie	oddawać
indosowanie	indosować
licytowanie	licytować
spuszczanie	spuszczać
upychanie	upychać
wciskanie	wciskać
oddawanie	oddawać
zwracanie	zwracać
zrzekanie się	zrzekać się
odpisywanie	odpisywać
przepisywanie	przepisywać
puszczanie	puszczać
spłacanie	spłacać
oddłużanie się	oddłużać się
upłynnianie	upłynniać
powierzanie	powierzać
sprzedawanie	sprzedawać
zbywanie	zbywać
przehandlowywanie	przehandlowywać
odsprzedawanie	odsprzedawać
odprzedawanie	odprzedawać
komercjalizowanie	komercjalizować
odrzucanie	odrzucać
wyprzedawanie	wyprzedawać
oddawanie	oddawać
wyprzedawanie się	wyprzedawać się
odstępowanie	odstępować
ustępowanie	ustępować
podpasanie	podpasać
podtuczanie	podtuczać
opasanie	opasać
karmienie	karmić
żywienie	żywić
odżywianie	odżywiać
wykarmianie	wykarmiać
stołowanie	stołować
karmienie	karmić
wykarmianie	wykarmiać
odkarmianie	odkarmiać
odżywianie	odżywiać
przekarmianie	przekarmiać
tuczenie	tuczyć
podpasanie	podpasać
podtuczanie	podtuczać
pasienie	paść
tuczenie	tuczyć
pasienie	paść
odpasanie	odpasać
dokarmianie	dokarmiać
dożywianie	dożywiać
zadawanie	zadawać
odkarmianie	odkarmiać
rajenie	raić
narajanie	narajać
dyktowanie	dyktować
podsuwanie	podsuwać
sugerowanie	sugerować
poddawanie	poddawać
suponowanie	suponować
podpowiadanie	podpowiadać
rekomendowanie	rekomendować
polecanie	polecać
zalecanie	zalecać
nastręczanie	nastręczać
doradzanie	doradzać
ześrodkowywanie	ześrodkowywać
naprowadzanie	naprowadzać
skierowywanie	skierowywać
odsyłanie	odsyłać
podszeptywanie	podszeptywać
amnestionowanie	amnestionować
amnestiowanie	amnestiować
udzielanie	udzielać
firmowanie	firmować
przepisywanie	przepisywać
zapisywanie	zapisywać
ordynowanie	ordynować
aplikowanie	aplikować
wyświęcanie	wyświęcać
rozgrzeszanie	rozgrzeszać
udzielanie rozgrzeszenia	udzielać rozgrzeszenia
dawanie rozgrzeszenia	dawać rozgrzeszenie
przepisywanie	przepisywać
użyczanie	użyczać
rozgrzeszanie	rozgrzeszać
radzenie	radzić
wybaczanie	wybaczać
przebaczanie	przebaczać
darowywanie	darowywać
odpuszczanie	odpuszczać
zalecanie	zalecać
rozwodzenie	rozwodzić
konsekrowanie	konsekrować
dopychanie	dopychać
wyróżnianie	wyróżniać
darowywanie	darowywać
składanie w darze	składać w darze
rozdysponowywanie	rozdysponowywać
obdzielanie	obdzielać
podnoszenie	podnosić
odpalanie	odpalać
ozłacanie	ozłacać
zadośćczynienie	zadośćczynić
podciąganie	podciągać
wynagradzanie	wynagradzać
nagradzanie	nagradzać
kompensowanie	kompensować
rekompensowanie	rekompensować
koronowanie	koronować
składanie	składać
wydawanie	wydawać
rozbieranie	rozbierać
podawanie	podawać
dawanie	dawać
dawanie	dawać
ofiarowywanie	ofiarowywać
zaofiarowywanie	zaofiarowywać
obsypywanie	obsypywać
osypywanie	osypywać
nagradzanie	nagradzać
przełamywanie się	przełamywać się
łamanie się	łamać się
dokładanie się	dokładać się
zmazywanie	zmazywać
dawanie	dawać
odznaczanie	odznaczać
składanie się	składać się
wręczanie	wręczać
okupywanie	okupywać
odkupywanie	odkupywać
ofiarowanie	ofiarować
odbijanie	odbijać
fundowanie	fundować
ofiarowanie	ofiarować
pokutowanie	pokutować
odpokutowywanie	odpokutowywać
odprawianie pokuty	odprawiać pokutę
ofiarowywanie	ofiarowywać
premiowanie	premiować
przybliżanie	przybliżać
sypanie	sypać
premiowanie	premiować
dzielenie się	dzielić się
wypłacanie	wypłacać
rozdzielanie	rozdzielać
dzielenie	dzielić
obdarowywanie	obdarowywać
obdarzanie	obdarzać
darzenie	darzyć
rozdawanie	rozdawać
wieńczenie	wieńczyć
kapanie	kapać
zapisywanie	zapisywać
testowanie	testować
powierzanie	powierzać
mailowanie	mailować
mejlowanie	mejlować
rozsyłanie	rozsyłać
wpompowywanie	wpompowywać
pompowanie	pompować
przekazywanie	przekazywać
deponowanie	deponować
zostawianie	zostawiać
pozostawianie	pozostawiać
wkładanie	wkładać
lokowanie	lokować
inwestowanie	inwestować
transferowanie	transferować
podsyłanie	podsyłać
oddawanie	oddawać
dawanie	dawać
zdawanie	zdawać
oddawanie	oddawać
przesyłanie	przesyłać
posyłanie	posyłać
wysyłanie	wysyłać
słanie	słać
przelewanie	przelewać
cedowanie	cedować
pakowanie	pakować
pchanie	pchać
ładowanie	ładować
polecanie	polecać
poruczanie	poruczać
zawierzanie	zawierzać
cedowanie weksla	cedować weksel
zastawianie	zastawiać
wypuszczanie się	wypuszczać się
wytaczanie się	wytaczać się
przewietrzanie się	przewietrzać się
wylatywanie	wylatywać
startowanie	startować
wyruszanie	wyruszać
odbijanie	odbijać
wyjeżdżanie	wyjeżdżać
odjeżdżanie	odjeżdżać
odchodzenie	odchodzić
wychodzenie	wychodzić
odpływanie	odpływać
emigrowanie	emigrować
wleczenie się	wlec się
ciągnięcie się	ciągnąć się
toczenie się	toczyć się
turlanie się	turlać się
specjalizowanie się	specjalizować się
zajmowanie się	zajmować się
poświęcanie się	poświęcać się
trudnienie się	trudnić się
paranie się	parać się
dotykanie się	dotykać się
pogrążanie się	pogrążać się
zapadanie	zapadać
tonięcie	tonąć
topienie się	topić się
bieganie	biegać
imanie się	imać się
politykowanie	politykować
zagłębianie się	zagłębiać się
zabawianie się	zabawiać się
grywanie	grywać
zamyślanie się	zamyślać się
zaczytywanie się	zaczytywać się
uprawianie	uprawiać
wsiąkanie	wsiąkać
siedzenie	siedzieć
oddawanie się	oddawać się
ścieranie się	ścierać się
czubienie się	czubić się
cięcie się	ciąć się
gryzienie się	gryźć się
żarcie się	żreć się
ucinanie się	ucinać się
kłócenie się	kłócić się
wadzenie się	wadzić się
waśnienie się	waśnić się
sprzeczanie się	sprzeczać się
usiłowanie	usiłować
próbowanie	próbować
czynienie prób	czynić próby
podejmowanie prób	podejmować próby
czynienie wysiłków	czynić wysiłki
podejmowanie wysiłków	podejmować wysiłki
atakowanie	atakować
darcie kotów	drzeć koty
chuliganienie	chuliganić
użeranie się	użerać się
wyczytywanie	wyczytywać
awanturowanie się	awanturować się
ciskanie się	ciskać się
rozbijanie się	rozbijać się
rozrabianie	rozrabiać
rzucanie się	rzucać się
urządzanie awantur	urządzać awantury
warcholenie	warcholić
wszczynanie awantur	wszczynać awantury
pieklenie się	pieklić się
poznawanie	poznawać
walczenie	walczyć
zmaganie się	zmagać się
mierzenie się	mierzyć się
borykanie się	borykać się
szamotanie się	szamotać się
mocowanie się	mocować się
dowiadywanie się	dowiadywać się
wykłócanie się	wykłócać się
słyszenie	słyszeć
przemawianie się	przemawiać się
głuszenie	głuszyć
zacinanie	zacinać
stanowienie	stanowić
manienie	manić
polowanie	polować
łowienie	łowić
odławianie	odławiać
kłusowanie	kłusować
głoszenie	głosić
wystawienie	wystawić
polowanie	polować
poławianie	poławiać
zacięcie	zaciąć
wędkowanie	wędkować
łowienie	łowić
przesuwanie się	przesuwać się
dolatywanie	dolatywać
dochodzenie	dochodzić
podczołgiwanie się	podczołgiwać się
przekrzywianie się	przekrzywiać się
trafianie	trafiać
nadciąganie	nadciągać
ciągnięcie	ciągnąć
donoszenie	donosić
nadfruwanie	nadfruwać
zbliżanie się	zbliżać się
przybliżanie się	przybliżać się
zaginanie	zaginać
dosuwanie się	dosuwać się
przysuwanie się	przysuwać się
dosięganie	dosięgać
sięganie	sięgać
podkradanie się	podkradać się
zakradanie się	zakradać się
przypływanie	przypływać
podpływanie	podpływać
skradanie się	skradać się
szokowanie	szokować
epatowanie	epatować
nadlatywanie	nadlatywać
podlatywanie	podlatywać
podsuwanie się	podsuwać się
dopełzanie	dopełzać
nadpływanie	nadpływać
przypełzanie	przypełzać
zajeżdżanie	zajeżdżać
jeżdżenie	jeździć
dopadanie	dopadać
nadjeżdżanie	nadjeżdżać
podjeżdżanie	podjeżdżać
podchodzenie	podchodzić
przystępowanie	przystępować
dziwienie	dziwić
zadziwianie	zadziwiać
zdumiewanie	zdumiewać
zaskakiwanie	zaskakiwać
podchodzenie	podchodzić
