administracyjny	administracja
poręczowy	poręcz
poręczowy	poręcz
rewolwerowy	rewolwer
szańcowy	szaniec
wiklinowy	wiklina
bruzdkowany	bruzdka
bruzdowany	bruzda
kwiatostanowy	kwiatostan
chmielowy	chmiel
deserowy	deser
fajkowy	fajka
imbirowy	imbir
kadzidlany	kadzidło
korzenny	korzeń
krowi	krowa
landrynkowy	landrynka
mszalny	msza
mszalny	msza
nikotynowy	nikotyna
owodniowy	owodnia
papierosowy	papieros
piżmowy	piżmo
puszkowy	puszka
gazeciarski	gazeta
finałowy	finał
kolorystyczny	kolorysta
kolorystyczny	kolorysta
żywiczny	żywica
alimentacyjny	alimentacja
erekcyjny	erekcja
nominacyjny	nominacja
komediowy	komedia
odszkodowawczy	odszkodowanie
posagowy	posag
połowowy	połów
przywozowy	przywóz
publicznoprawny	prawo publiczne
regresowy	regres
wypadkowy	wypadek
zdrowotny	zdrowie
herbowy	herb
kroczny	kroczenie
kształtowy	kształt
kulkowy	kulka
numerowy	numer
odwłokowy	odwłok
sprzedażowy	sprzedaż
stawowy	staw
stawowy	staw
szlifierski	szlifierz
szlifierski	szlifierka
szlifierski	szlifowanie
szyjkowy	szyjka
tułowiowy	tułów
tułowiowy	tułów
walcowy	walc
walcowy	walc
walcowy	walec
walcowy	walec
wargowy	warga
wargowy	warga
zastoinowy	zastoina
arkuszowy	arkusz
bobslejowy	bobslej
crossowy	cross
krosowy	kros
drukarski	drukarz
elektronowy	elektron
igelitowy	igelit
kartingowy	karting
kinematyczny	kinematyka
kotwiczny	kotwica
motocrossowy	motocross
polipeptydowy	polipeptyd
pozytonowy	pozyton
pozytronowy	pozytron
prądowy	prąd
prognostyczny	prognostyka
przędzalniczy	przędzalnictwo
regatowy	regaty
rolkowy	rolka
rolkowy	rolka
różnicowy	różnica
saneczkowy	saneczkarstwo
saneczkowy	saneczki
slalomowy	slalom
szlakowy	szlak
szlakowy	szlaka
szwalniczy	szwalnia
wirnikowy	wirnik
wyścigowy	wyścig
żniwny	żniwa
afektywny	afekt
gośćcowy	gościec
hematologiczny	hematologia
hemolityczny	hemoliza
imprezowy	impreza
imprezowy	impreza
infekcyjny	infekcja
nadciśnieniowy	nadciśnienie
neurologiczny	neurologia
psychosomatyczny	psychosomatyka
reumatyczny	reumatyzm
sierocy	sierota
skórny	skóra
weneryczny	choroba weneryczna
wibracyjny	wibracja
wibracyjny	wibracja
wysokościowy	wysokość
wysokościowy	wysokość
meteorytowy	meteoryt
monsunowy	monsun
okółkowy	okółek
rozłogowy	rozłóg
dyfrakcyjny	dyfrakcja
ferrytowy	ferryt
figurowy	figura
figurowy	figura
mikrokosmiczny	mikrokosmos
mikrokosmiczny	mikrokosmos
mikrokosmiczny	mikrokosmos
mikrokosmiczny	mikrokosmos
mikrometryczny	mikrometr
mimośrodowy	mimośród
ogrodzeniowy	ogrodzenie
paraboliczny	parabola
paraboliczny	parabola
płaszczyznowy	płaszczyzna
teleskopowy	teleskop
aluminiowy	aluminium
bambusowy	bambus
chitynowy	chityna
cykloidalny	cykloida
duralowy	dural
kadmowy	kadm
metalowy	metal
stopowy	stop
tekturowy	tektura
tytanowy	tytan
windowy	winda
wolframowy	wolfram
gankowy	ganek
gdyński	Gdynia
koszykowy	koszyk
nowohucki	Nowa Huta
nożny	noga
pingpongowy	ping-pong
plażowy	plaża
rozgrywkowy	rozgrywka
seryjny	seria
urazowy	uraz
willowy	willa
zachodnioberliński	Berlin Zachodni
złomowy	złom
andrzejkowy	andrzejki
barbórkowy	Barbórka
barbórkowy	barbórka
bożonarodzeniowy	Boże Narodzenie
brewiarzowy	brewiarz
choinkowy	choinka
choinkowy	choinka
cykliczny	cykl
dożynkowy	dożynki
dziękczynny	dziękczynienie
eucharystyczny	eucharystia
eucharystyczny	eucharystia
festynowy	festyn
gwiazdkowy	gwiazdka
imieninowy	imieniny
jubileuszowy	jubileusz
jubileuszowy	jubileusz
karnawałowy	karnawał
pierwszokomunijny	pierwsza komunia
komunijny	komunia
koronacyjny	koronacja
maskowy	maska
mikołajkowy	mikołajki
mikołajkowy	mikołajki
milenijny	milenium
myślny	myśl
noworoczny	Nowy Rok
odpustowy	odpust
owacyjny	owacja
paschalny	Pascha
plenerowy	plener
pokutny	pokuta
prymicyjny	prymicja
rezurekcyjny	rezurekcja
rocznicowy	rocznica
szabasowy	szabas
urodzinowy	urodziny
walentynkowy	walentynki
wielkopiątkowy	Wielki Piątek
wodniacki	wodniak
wotywny	wotum
zapustny	zapusty
zaręczynowy	zaręczyny
ambasadorski	ambasador
asystencki	asystent
asystencki	asystent
audytowy	audyt
czeladniczy	czeladnik
dowódczy	dowódca
dygnitarski	dygnitarz
dyrektorski	dyrektor
filatelistyczny	filatelistyka
inspektorski	inspektor
inwestorski	inwestor
klerycki	kleryk
kontrolerski	kontroler
maturalny	matura
maturalny	matura
menadżerski	menadżer
menadżerski	menadżer
menedżerski	menedżer
menedżerski	menedżer
ministerialny	minister
negocjacyjny	negocjacje
właścicielski	właściciel
urzędniczy	urzędnik
standaryzacyjny	standaryzacja
specjalizacyjny	specjalizacja
sklepowy	sklep
peryskopowy	peryskop
poprawkowy	poprawka
poprawkowy	poprawka
radcowski	radca
sędziowski	sędzia
sędziowski	sędzia
działonowy	działon
pośredniczy	pośrednictwo
łani	łania
ringowy	ring
starotestamentowy	Stary Testament
starozakonny	Stary Zakon
klasowy	klasa
ciałopalny	ciałopalenie
dywanowy	dywan
industrialny	industrializm
kaucyjny	kaucja
korupcyjny	korupcja
krzyżykowy	krzyżyk
krzyżykowy	krzyżyk
odmianowy	odmiana
pluralistyczny	pluralizm
rozbójniczy	rozbójnictwo
rozbójniczy	rozbójnik
saudyjski	Saudyjczyk
trucicielski	truciciel
trucicielski	truciciel
żelatynowy	żelatyna
łapówkarski	łapówkarstwo
ławkowy	ławka
budkowy	budka
cieczowy	ciecz
wnękowy	wnęka
wiatrakowy	wiatrak
strunowy	struna
snopowy	snop
smyczkowy	smyczek
diakoński	diakon
dostawczy	dostawa
kapeluszowy	kapelusz
kielichowy	kielich
kielichowy	kielich
klamrowy	klamra
klawiaturowy	klawiatura
klawiaturowy	klawiatura
kopytowy	kopyto
pędowy	pęd
pleśniowy	pleśń
pojazdowy	pojazd
pozaustrojowy	ustrój
delfini	delfin
promienny	promień
akredytacyjny	akredytacja
akredytacyjny	akredytacja
chorągwiany	chorągiew
chorągwiany	chorągiew
egzaminacyjny	egzamin
etyczny	etyka
etyczny	etyka
fizjograficzny	fizjografia
heraldyczny	heraldyka
immunitetowy	immunitet
inwentaryzacyjny	inwentaryzacja
kodyfikacyjny	kodyfikacja
kodyfikacyjny	kodyfikacja
konkursowy	konkurs
konkursowy	konkurs
konsystorski	konsystorz
likwidacyjny	likwidacja
likwidacyjny	likwidacja
obwodowy	obwód
obwodowy	obwód
oddziałowy	oddział
oddziałowy	oddział
oddziałowy	oddział
poborowy	pobór
przetargowy	przetarg
przetargowy	przetarg
regulaminowy	regulamin
rekrutacyjny	rekrutacja
rekrutacyjny	rekrutacja
reparacyjny	reparacje
resortowy	resort
rewindykacyjny	rewindykacja
rewizyjny	rewizja
rewizyjny	rewizja
sejmowy	sejm
selekcyjny	selekcja
selekcyjny	selekcja
senacki	senat
soborowy	sobór
weryfikacyjny	weryfikacja
weryfikacyjny	weryfikacja
agregatowy	agregat
cylindrowy	cylinder
cylindrowy	cylinder
cylindrowy	cylinder
czołgowy	czołg
fotonowy	foton
helikopterowy	helikopter
iskrowy	iskra
jonowy	jon
klatkowy	klatka
klatkowy	klatka
manewrowy	manewr
manewrowy	manewr
matrycowy	matryca
plecakowy	plecak
samolotowy	samolot
strumieniowy	strumień
strumieniowy	strumień
turbinowy	turbina
zaworowy	zawór
gospodarski	gospodarz
hodowlany	hodowla
hodowlany	hodowla
planktonowy	plankton
plejstoceński	plejstocen
pociągowy	pociąg
totemiczny	totem
zmierzchowy	zmierzch
tenorowy	tenor
altowy	alt
archanielski	archanioł
barytonowy	baryton
barytonowy	baryton
basowy	bas
basowy	bas
dychawiczny	dychawica
echowy	echo
elektorski	elektor
elektorski	elektor
elektorski	elektor
gardłowy	gardło
histeryczny	histeria
matowy	mat
piorunowy	piorun
sopranowy	sopran
sopranowy	sopran
syreni	syrena
słowiczy	słowik
czesankowy	czesanka
labiryntowy	labirynt
labiryntowy	labirynt
merynosowy	merynos
merynosowy	merynos
pelagiczny	pelagial
inwentarski	inwentarz
kondygnacyjny	kondygnacja
koszarowy	koszary
kubaturowy	kubatura
parterowy	parter
procesorowy	procesor
rewirowy	rewir
stacyjny	stacja
stalaktytowy	stalaktyt
tyfusowy	tyfus
wielkopłytowy	wielka płyta
audiencyjny	audiencja
audiencjonalny	audiencja
audytoryjny	audytorium
autopsyjny	autopsja
balowy	bal
bankietowy	bankiet
barowy	bar
barowy	bar
barowy	bar
biesiadny	biesiada
bilardowy	bilard
bufetowy	bufet
dancingowy	dancing
dansingowy	dansing
ekspozycyjny	ekspozycja
ekspozycyjny	ekspozycja
ekspozycyjny	ekspozycja
ekspozycyjny	ekspozycja
estradowy	estrada
estradowy	estrada
estradowy	estrada
filharmoniczny	filharmonia
filharmoniczny	filharmonia
kapitulny	kapituła
kolumnowy	kolumna
kolumnowy	kolumna
kolumnowy	kolumna
kolumnowy	kolumna
kolumnowy	kolumna
kominkowy	kominek
kominkowy	kominek
koncertowy	koncert
koncertowy	koncert
kongresowy	kongres
lustrzany	lustro
modlitewny	modlitwa
modlitewny	modlitwa
muzealny	muzeum
odczytowy	odczyt
odczytowy	odczyt
porodowy	poród
połogowy	połóg
projekcyjny	projekcja
projekcyjny	projekcja
absolwencki	absolwent
agencyjny	agencja
agencyjny	agencja
aktywizacyjny	aktywizacja
barterowy	barter
clearingowy	clearing
cywilnoprawny	prawo cywilne
dzierżawny	dzierżawa
dzierżawny	dzierżawa
franchisingowy	franchising
gazowy	gaz
gazowy	gaz
kapitulacyjny	kapitulacja
kartelowy	kartel
koalicyjny	koalicja
konkordatowy	konkordat
kontraktacyjny	kontraktacja
kooperacyjny	kooperacja
licencyjny	licencja
licencyjny	licencja
licencyjny	licencja
notarialny	notariat
offsetowy	offset
opcyjny	opcja
sponsorski	sponsor
stażowy	staż
stażowy	staż
zastawniczy	zastawnik
zrzeszeniowy	zrzeszenie
łaziebny	łaźnia
zwierciadlany	zwierciadło
zabiegowy	zabieg
wystawowy	wystawa
wystawowy	wystawa
wykładowy	wykład
widowiskowy	widowisko
tronowy	tron
treningowy	trening
sesyjny	sesja
sesyjny	sesja
sesyjny	sesja
sesyjny	sesja
seminaryjny	seminarium
seminaryjny	seminarium
sekcyjny	sekcja
sekcyjny	sekcja
restauracyjny	restauracja
restauracyjny	restauracja
restauracyjny	restauracja
redutowy	reduta
recepcyjny	recepcja
recepcyjny	recepcja
recepcyjny	recepcja
atletyczny	atletyka
eteryczny	eter
ketonowy	keton
mistyczny	mistyka
rzęskowy	rzęska
widmowy	widmo
widmowy	widmo
agronomiczny	agronomia
aspirancki	aspirant
cywilistyczny	cywilistyka
doktorancki	doktorant
filologiczny	filologia
filologiczny	filologia
filologiczny	filologia
kulturoznawczy	kulturoznawstwo
licencjacki	licencjat
magisterski	magister
muzykologiczny	muzykologia
nagraniowy	nagranie
orientalistyczny	orientalistyka
politologiczny	politologia
polonistyczny	polonistyka
prawniczy	prawnik
slawistyczny	slawistyka
teologiczny	teologia
uniwersytecki	uniwersytet
radowy	rad
zootechniczny	zootechnika
źródłoznawczy	źródłoznawstwo
apoplektyczny	apopleksja
ascetyczny	asceza
ascetyczny	asceta
szczurzy	szczur
lisi	lis
abolicyjny	abolicja
aborcyjny	aborcja
amnestyjny	amnestia
dekomunizacyjny	dekomunizacja
epizodyczny	epizod
epizodyczny	epizod
kominowy	komin
kominowy	komin
kompetencyjny	kompetencja
komunalizacyjny	komunalizacja
lustracyjny	lustracja
lustracyjny	lustracja
nacjonalizacyjny	nacjonalizacja
nowelizacyjny	nowelizacja
ordynacyjny	ordynacja
paktowy	pakt
podwyżkowy	podwyżka
prohibicyjny	prohibicja
przedmiotowy	przedmiot
ratyfikacyjny	ratyfikacja
reprywatyzacyjny	reprywatyzacja
restytucyjny	restytucja
restytucyjny	restytucja
restytucyjny	restytucja
rewaloryzacyjny	rewaloryzacja
rewaloryzacyjny	rewaloryzacja
scaleniowy	scalenie
transplantacyjny	transplantacja
uwłaszczeniowy	uwłaszczenie
waloryzacyjny	waloryzacja
negatywowy	negatyw
maziowy	maź
bębenkowy	bębenek
bębenkowy	bębenek
bębenkowy	bębenek
pokerowy	poker
belferski	belfer
gawędziarski	gawęda
gawędziarski	gawędziarz
konwersacyjny	konwersacje
oskarżycielski	oskarżyciel
obrączkowy	obrączka
obrączkowy	obrączka
podstawny	podstawa
walencyjny	walencja
pływny	pływanie
rzeczowy	rzecz
anielski	anioł
częstochowski	Częstochowa
jasnogórski	Jasna Góra
kalwaryjski	kalwaria
różańcowy	różaniec
różańcowy	różaniec
szkaplerzny	szkaplerz
szkaplerzny	szkaplerz
masochistyczny	masochizm
amoniakalny	amoniak
basenowy	basen
chrzcielny	chrzest
geotermalny	geotermia
geotermiczny	geotermika
jeziorny	jezioro
jeżowy	jeż
kirowy	kir
kopalniany	kopalnia
gruntowy	grunt
gruntowy	grunt
gruntowy	grunt
gruntowy	grunt
gruntowy	grunt
kotłowy	kotłownia
kryniczny	krynica
magnezowy	magnez
mydlany	mydło
oceaniczny	ocean
oligoceński	oligocen
opadowy	opad
roztopowy	roztopy
siarczany	siarka
siarczkowy	siarczek
sodowy	soda
sodowy	sód
solankowy	solanka
solankowy	solanka
studzienny	studnia
termalny	termy
termalny	terma
wiślany	Wisła
złożowy	złoże
adaptacyjny	adaptacja
adaptacyjny	adaptacja
chałupniczy	chałupnik
chałupniczy	chałupnik
dekarski	dekarz
dekoratorski	dekorator
doktorski	doktor
domowy	dom
dyplomowy	dyplom
dziejopisarski	dziejopisarz
edytorski	edytor
edytorski	edycja
ekshumacyjny	ekshumacja
fortyfikacyjny	fortyfikacja
geodezyjny	geodezja
habilitacyjny	habilitacja
interwencyjny	interwencja
interwencyjny	interwencja
konserwacyjny	konserwacja
konserwacyjny	konserwacja
konserwatorski	konserwator
konserwatorski	konserwator
konstruktorski	konstruktor
krytycznoliteracki	krytyka literacka
leksykograficzny	leksykografia
literaturoznawczy	literaturoznawstwo
malarski	malarz
minerski	miner
modernizacyjny	modernizacja
monograficzny	monografia
mrówczy	mrówka
niewolniczy	niewolnik
niwelacyjny	niwelacja
niwelacyjny	niwelacja
oblężniczy	oblężenie
papierkowy	papierek
pionierski	pionier
pionierski	pionier
pisarski	pisarz
pisarski	pisanie
planistyczny	planista
projektowy	projekt
przekładowy	przekład
przekładowy	przekład
przyczynkarski	przyczynek
pszczeli	pszczoła
pszczelny	pszczoła
redaktorski	redaktor
rekonstrukcyjny	rekonstrukcja
remontowy	remont
renowacyjny	renowacja
restauratorski	restaurator
restauratorski	restaurator
restauratorski	restaurator
rewalidacyjny	rewalidacja
rewalidacyjny	rewalidacja
rozbiórkowy	rozbiórka
rozwojowy	rozwój
samokształceniowy	samokształcenie
sekretarski	sekretarz
sekretarski	sekretarz
sekretarski	sekretarz
semestralny	semestr
spawalniczy	spawalnictwo
spisowy	spis
społecznikowski	społecznik
studialny	studium
translatorski	translator
urządzeniowy	urządzenie
urządzeniowy	urządzenie
wdrożeniowy	wdrożenie
wykończeniowy	wykończenie
wykopaliskowy	wykopalisko
zalesieniowy	zalesienie
zaliczeniowy	zaliczenie
zespołowy	zespół
ziemny	ziemia
ciepłowniczy	ciepłownia
dealerski	dealer
dealerski	dealer
dilerski	diler
dilerski	diler
dystrybucyjny	dystrybucja
elektroenergetyczny	elektroenergetyka
gazociągowy	gazociąg
intranetowy	intranet
kablowy	kabel
kanalizacyjny	kanalizacja
kolportażowy	kolportaż
korporacyjny	korporacja
kłusowniczy	kłusownik
neuronowy	neuron
pajęczy	pająk
światłowodowy	światłowód
rzeczny	rzeka
teletechniczny	teletechnika
trakcyjny	trakcja
wodociągowy	wodociąg
zagrodowy	zagroda
ładowniczy	ładowanie
barwnikowy	barwnik
glejowy	glej
glejowy	glej
gruczołowy	gruczoł
jajowy	jajo
nabłonkowy	nabłonek
nabłonkowy	nabłonek
okładzinowy	okładzina
plazmatyczny	plazma
rakowy	rak
receptorowy	receptor
rozrodczy	rozród
wątrobowy	wątroba
węchowy	węch
wiciowy	wić
wiciowy	wić
wydzielniczy	wydzielanie
aglutynacyjny	aglutynacja
fleksyjny	fleksja
kaukaski	Kaukaz
kolokwialny	kolokwium
kontekstowy	kontekst
kontekstowy	kontekst
koptyjski	Kopt
kreolski	Kreol
orientalny	Orient
ormiański	Ormianin
rynsztokowy	rynsztok
semicki	Semita
skryptowy	skrypt
tonalny	tonacja
łemkowski	Łemko
komorny	komornik
astronawigacyjny	astronawigacja
białogwardyjski	Biała Gwardia
kasynowy	kasyno
kasynowy	kasyno
legionowy	legion
legionowy	legion
ordynansowy	ordynans
pokładowy	pokład
pokładowy	pokład
prowiantowy	prowiant
raportowy	raport
sztabowy	sztaba
sztabowy	sztab
wachtowy	wachta
łącznikowy	łącznik
łącznościowy	łączność
łącznościowy	łączność
pasieczny	pasieka
gumienny	gumno
błonowy	błona
kręgowy	kręg
odpływowy	odpływ
pachwinowy	pachwina
potasowy	potas
przelewowy	przelew
przerzutowy	przerzut
przerzutowy	przerzut
przerzutowy	przerzut
ściekowy	ściek
wapniowy	wapń
afrykanerski	Afrykaner
bibliofilski	bibliofil
chasydzki	chasyd
chiliastyczny	chiliasta
chorzowski	Chorzów
dadaistyczny	dadaizm
dysydencki	dysydent
dysydencki	dysydent
emancypacyjny	emancypacja
feministyczny	feminizm
hajdamacki	hajdamaka
hipisowski	hipis
innowierczy	innowierca
innowierczy	innowierstwo
koci	kot
rusofilski	rusofilstwo
wężowy	wąż
kontestacyjny	kontestacja
kopulacyjny	kopulacja
krucjatowy	krucjata
krucjatowy	krucjata
kurczowy	kurcz
lokomocyjny	lokomocja
moskalofilski	moskalofilizm
młodoturecki	młodoturcy
astygmatyczny	astygmatyzm
astygmatyczny	astygmatyzm
nożycowy	nożyce
nożycowy	nożyce
oazowy	Oaza
odrodzeniowy	odrodzenie
pacyfistyczny	pacyfizm
panslawistyczny	panslawizm
pątniczy	pątnik
perystaltyczny	perystaltyka
pielgrzymkowy	pielgrzymka
pietystyczny	pietyzm
reformacyjny	reformacja
rewizjonistyczny	rewizjonizm
rewizjonistyczny	rewizjonizm
rewizjonistyczny	rewizjonizm
rewolucyjny	rewolucja
rotacyjny	rotacja
rotacyjny	rotacja
sekciarski	sekciarstwo
separatystyczny	separatyzm
spirytystyczny	spirytyzm
technokratyczny	technokracja
tranzytowy	tranzyt
wolnomyślicielski	wolnomyśliciel
zielonoświątkowy	Zielone Świątki
zielonoświątkowy	zielonoświątkowiec
akumulatorowy	akumulator
bromowy	brom
buraczany	burak
chlorowy	chlor
chromowy	chrom
fluorowodorowy	fluorowodór
fosforowy	fosfor
glutaminowy	glutamina
humusowy	humus
jodowy	jod
jodowy	jod
manganowy	mangan
mlekowy	mleko
octowy	ocet
siarkowodorowy	siarkowodór
tlenowy	tlen
walerianowy	waleriana
antycypacyjny	antycypacja
antycypacyjny	antycypacja
autarkiczny	autarkia
centralizacyjny	centralizacja
deflacyjny	deflacja
dynastyczny	dynastia
dywidendowy	dywidenda
długofalowy	fala długa
ekologiczny	ekologia
ekspansjonistyczny	ekspansjonizm
etatystyczny	etatyzm
fiskalny	fiskus
izolacjonistyczny	izolacjonizm
kadrowy	kadra
kontrreformacyjny	kontrreformacja
kursowy	kurs
kursowy	kurs
kursowy	kurs
lekowy	lek
ludnościowy	ludność
ludobójczy	ludobójstwo
makroekonomiczny	makroekonomia
merkantylistyczny	merkantylizm
migracyjny	migracja
mikroekonomiczny	mikroekonomia
monetarystyczny	monetaryzm
polonizacyjny	polonizacja
polonizacyjny	polonizacja
populacyjny	populacja
protekcjonistyczny	protekcjonizm
płacowy	płaca
wizowy	wiza
przestrzenny	przestrzeń
repertuarowy	repertuar
równościowy	równość
rusyfikacyjny	rusyfikacja
zimnowojenny	zimna wojna
zatrudnieniowy	zatrudnienie
aprowizacyjny	aprowizacja
bodźcowy	bodziec
demograficzny	demografia
epizootyczny	epizoocja
epizootyczny	epizootia
finansowy	finanse
frustracyjny	frustracja
geopolityczny	geopolityka
radiacyjny	radiacja
powodziowy	powódź
kryzysowy	kryzys
materialny	materia
strzelecki	strzelec
strzelecki	strzelec
wewnątrzpolityczny	polityka wewnętrzna
problemowy	problem
problemowy	problem
kanarkowy	kanarek
liliowy	lilia
kremowy	krem
mysi	mysz
piaskowy	piasek
pistacjowy	pistacja
pułkowy	pułk
śliwkowy	śliwka
tęczowy	tęcza
tęczowy	tęcza
wątrobiany	wątroba
wrzosowy	wrzos
ekstrawertyczny	ekstrawertyzm
towarzyski	towarzystwo
animacyjny	animacja
edukacyjny	edukacja
edukacyjny	edukacja
edukacyjny	edukacja
eugeniczny	eugenika
instalacyjny	instalacja
instalacyjny	instalacja
instalacyjny	instalacja
instalacyjny	instalacja
kabaretowy	kabaret
kabaretowy	kabaret
kabaretowy	kabaret
kabaretowy	kabaret
metadonowy	metadon
naprawczy	naprawa
narzędziowy	narzędzie
oszczędnościowy	oszczędności
pilotażowy	pilotaż
poradnikowy	poradnik
prezentacyjny	prezentacja
prezentacyjny	prezentacja
publicystyczny	publicystyka
realizacyjny	realizacja
restrukturyzacyjny	restrukturyzacja
rozruchowy	rozruch
rozrywkowy	rozrywka
satyryczny	satyra
sektorowy	sektor
śmigłowcowy	śmigłowiec
strategiczny	strategia
telewizyjny	telewizja
telewizyjny	telewizja
telewizyjny	telewizja
translacyjny	translacja
translacyjny	translacja
tułaczy	tułacz
wsadowy	wsad
bazyliszkowy	bazyliszek
morderczy	morderstwo
morderczy	morderca
Bachowski	Bach
chłopięcy	chłopiec
kalendarzowy	kalendarz
kalendarzowy	kalendarz
kwotowy	kwota
liturgiczny	liturgia
Mickiewiczowski	Mickiewicz
Norwidowski	Norwid
obrachunkowy	obrachunek
obrotowy	obrót
Orwellowski	Orwell
pacholęcy	pacholę
podziałowy	podział
Reymontowski	Reymont
sabatowy	sabat
szabatowy	szabat
wenusjański	Wenus
aktorski	aktor
aleksandryjski	Aleksandria
antiocheński	Antiochia
aplikacyjny	aplikacja
aplikacyjny	aplikant
aplikacyjny	aplikacja
badeński	Badenia
baletowy	balet
baletowy	balet
bibliotekarski	bibliotekarz
chicagowski	Chicago
gimnazjalny	gimnazjum
gimnazjalny	gimnazjum
instruktorski	instruktor
instruktorski	instruktor
inżynierski	inżynier
inżynierski	inżynier
jezuicki	jezuici
junacki	junak
junkierski	junkier
junkierski	junkier
kadecki	kadet
kawaleryjski	kawaleria
koraniczny	Koran
krzemieniecki	Krzemieniec
kuratoryjny	kuratorium
