akademik	dom akademicki
oszczędzanie	oszczędzenie
odkładanie	odłożenie
zaoszczędzanie	zaoszczędzenie
składanie	uskładanie
składanie	poskładanie
składanie	złożenie
znoszenie	zniesienie
znoszenie	naznoszenie
ścielenie	pościelenie
słanie	posłanie
słanie	podesłanie
podścielanie	podścielenie
branie	pobranie
branie	pobranie
branie	wzięcie
otaczanie się	otoczenie się
obrastanie w piórka	obrośnięcie w piórka
odkładanie	odłożenie
zsypywanie	zsypanie
rozliczanie się	rozliczenie się
ściąganie	ściągnięcie
dobieranie	dobranie
napędzanie	napędzenie
naganianie	nagnanie
naganianie	nagonienie
zaopatrywanie się	zaopatrzenie się
zaopatrywanie się	zaopatrywanie
podsumowywanie	podsumowanie
nagromadzanie	nagromadzenie
gromadzenie	zgromadzenie
zbieranie	pozbieranie
zbieranie	zebranie
akumulowanie	zakumulowanie
kumulowanie	skumulowanie
magazynowanie	zmagazynowanie
obstawianie się	obstawienie się
pobieranie	pobranie
zbieranie	zebranie
złomowanie	zezłomowanie
kolekcjonowanie	skolekcjonowanie
czerpanie	zaczerpnięcie
nabieranie	nabranie
uzbrajanie się	uzbrojenie się
archiwizowanie	zarchiwizowanie
podkładanie	podłożenie
bogacenie się	wzbogacenie się
dorabianie się	dorobienie się
zbijanie majątku	zbicie majątku
wzbogacanie się	wzbogacenie się
zbijanie	zbicie
rzucanie	rzucenie
ciskanie	ciśnięcie
obsypywanie	obsypanie
radlenie	obradlenie
redlenie	obredlenie
obradlanie	obradlenie
obredlanie	obredlenie
oranie	oboranie
oranie	zaoranie
oranie	zoranie
zaorywanie	zaoranie
zorywanie	zoranie
podrzucanie	podrzucenie
obchodzenie	obejście
kręcenie się	zakręcenie się
obrzucanie	obrzucenie
oborywanie	oboranie
sączenie	wsączenie
sączenie	nasączenie
sączenie	wysączenie
wsączanie	wsączenie
oliwienie	naoliwienie
naoliwianie	naoliwienie
woskowanie	nawoskowanie
nasycanie	nasycenie
zakwaszanie	zakwaszenie
kadzenie	okadzenie
okadzanie	okadzenie
natłuszczanie	natłuszczenie
tłuszczenie	natłuszczenie
dmuchanie	nadmuchanie
dmuchanie	nadmuchanie
dokowanie	zadokowanie
dokowanie	zadokowanie
wpuszczanie	wpuszczenie
wstrzykiwanie	wstrzyknięcie
wpompowywanie	wpompowanie
wstrzykiwanie	wstrzyknięcie
wtłaczanie	wtłoczenie
wdmuchiwanie	wdmuchnięcie
wdmuchiwanie	wdmuchanie
wprowadzanie	wprowadzenie
chuchanie	chuchnięcie
wszczepianie	wszczepienie
wczytywanie	wczytanie
zamykanie	zamknięcie
kamuflowanie	zakamuflowanie
zaszywanie	zaszycie
kamuflowanie	zakamuflowanie
zaszywanie	zaszycie
zatrzaskiwanie	zatrzaśnięcie
melinowanie	melinowanie się
melinowanie	zamelinowanie
zaryglowywanie	zaryglowanie
zakopywanie	zakopanie
wtulanie głowy w ramiona	wtulenie głowy w ramiona
wciąganie głowy w ramiona	wciągnięcie głowy w ramiona
wciskanie głowy w ramiona	wciśnięcie głowy w ramiona
dekowanie	dekowanie się
dekowanie	zadekowanie
wtulanie	wtulenie
ukrywanie	ukrycie
chowanie	pochowanie
chowanie	pochowanie
chowanie	schowanie
skrywanie	skrycie
krycie	okrycie
krycie	nakrycie
krycie	ukrycie
krycie	skrycie
krycie	zakrycie
maskowanie	zamaskowanie
zamaskowywanie	zamaskowanie
przecieranie	przetarcie
przycinanie	przycięcie
siekanie	posiekanie
gilotynowanie	zgilotynowanie
szatkowanie	poszatkowanie
ucinanie	ucięcie
płatanie	rozpłatanie
cięcie	ścięcie
cięcie	ścięcie
cięcie	przecięcie
cięcie	docięcie
cięcie	docięcie
cięcie	przecięcie
cięcie	nacięcie
cięcie	odcięcie
cięcie	pocięcie
cięcie	wycięcie
cięcie	obcięcie
cięcie	nadcięcie
cięcie	nacięcie
cięcie	pocięcie
cięcie	zacięcie
cięcie	zacięcie
cięcie	ucięcie
krojenie	skrojenie
krojenie	pokrojenie
krajanie	pokrajanie
wysadzanie	wysadzenie
przekopywanie	przekopanie
rozsadzanie	rozsadzenie
wysadzanie	wysadzenie
przeflancowywanie	przeflancowanie
kopanie	przekopanie
kopanie	wykopanie
sadzenie	posadzenie
sadzenie	zasadzenie
sadzenie	przysadzenie
sadzenie	dosadzenie
zasadzanie	zasadzenie
obsadzanie	obsadzenie
przesadzanie	przesadzenie
wykopywanie	wykopanie
faszerowanie	nafaszerowanie
doszlusowywanie	doszlusowanie
rozwijanie	rozwijanie się
rozwijanie	rozwinięcie
pokrywanie	pokrycie
krycie	pokrycie
nastawianie	nastawienie
nastawianie	ponastawianie
podtykanie	podetknięcie
rozwijanie	rozwijanie się
rozwijanie	rozwinięcie
nadstawianie	nadstawienie
podawanie	podanie
serwowanie	zaserwowanie
ugrupowywanie	ugrupowanie
rozstawianie	rozstawienie
rozstawianie	porozstawianie
szprycowanie	naszprycowanie
formowanie	sformowanie
szlusowanie	doszlusowanie
stawianie	postawienie
stawianie	nastawianie się
ustawianie	ustawienie
pastowanie	napastowanie
mydlenie	zamydlenie
mydlenie	namydlenie
namydlanie	namydlenie
zamydlanie	zamydlenie
brylantowanie	wybrylantowanie
smołowanie	nasmołowanie
nacieranie	natarcie
smarowanie	wysmarowanie
smarowanie	posmarowanie
pomadowanie	wypomadowanie
wcieranie	wtarcie
kremowanie	nakremowanie
namaszczanie	namaszczenie
maszczenie	namaszczenie
obielanie	obielenie
pobielanie	pobielenie
bielenie	ubielenie
bielenie	pobielenie
bielenie	obielenie
podmalowywanie	podmalowanie
malowanie	pomalowanie
malowanie	podmalowanie
ochlapywanie	ochlapanie
obmalowywanie	obmalowanie
pstrzenie	upstrzenie
przemalowywanie	przemalowanie
wymalowywanie	wymalowanie
pozłacanie	pozłocenie
wyzłacanie	wyzłocenie
posrebrzanie	posrebrzenie
lukrowanie	polukrowanie
lakowanie	polakowanie
lakierowanie	polakierowanie
pociąganie	pociągnięcie
nalewanie	nalanie
zaciąganie	zaciągnięcie
zalewanie	zalanie
oblewanie	oblanie
polewanie	polanie
lakierowanie	polakierowanie
gruntowanie	zagruntowanie
zagruntowywanie	zagruntowanie
zlewanie	zlanie
ocynkowywanie	ocynkowanie
pokrywanie	pokrycie
przysypywanie	przysypanie
rozsmarowywanie	rozsmarowanie
wylewanie	wylanie
rozprowadzanie	rozprowadzenie
spienianie	spienienie
oblewanie	oblanie
polewanie	polanie
asfaltowanie	wyasfaltowanie
przelewanie	przelanie
rozdeptywanie	rozdeptanie
tynkowanie	otynkowanie
rozmazywanie	rozmazanie
pociąganie	pociągnięcie
zamazywanie	zamazanie
wstrzeliwanie	wstrzelanie
wstrzeliwanie	wstrzelenie
wwalanie	wwalenie
malowanie	malowanie się
malowanie	pomalowanie
robienie makijażu	zrobienie makijażu
podsuwanie	podsunięcie
wdeptywanie	wdeptanie
podrzucanie	podrzucenie
wrzucanie	wrzucenie
pozostawianie	pozostawienie
zostawianie	zostawienie
wcinanie	wcięcie
zakładanie	założenie
zastawianie	zastawienie
flagowanie	oflagowanie
oflagowywanie	oflagowanie
przewieszanie	przewieszenie
zagłębianie	zagłębienie
wgłębianie	wgłębienie
pogrążanie	pogrążenie
wkopywanie	wkopnięcie
wkopywanie	wkopanie
nagłośnianie	nagłośnienie
nagłaśnianie	nagłośnienie
zabezpieczanie	zabezpieczenie
montowanie	zamontowanie
instalowanie	zainstalowanie
zakładanie	założenie
zamontowywanie	zamontowanie
siodłanie	osiodłanie
zataczanie	zatoczenie
wtaczanie	wtoczenie
kąpanie	wykąpanie
przewieszanie	przewieszenie
wieszanie	powieszenie
zawieszanie	zawieszenie
zawieszanie	pozawieszanie
wgniatanie	wgniecenie
wginanie	wgięcie
rozkładanie	rozłożenie
rozkładanie	porozkładanie
podłączanie	podłączenie
przetykanie	przetknięcie
przetykanie	przetkanie
podwieszanie	podwieszenie
włączanie	włączenie
pudrowanie	upudrowanie
rozpraszanie	rozproszenie
rozrzucanie	rozrzucenie
rozpylanie	rozpylenie
zwalanie	zwalenie
plasowanie	uplasowanie
namaczanie	namoczenie
upychanie	upchnięcie
upychanie	upchanie
upychanie	poupychanie
utykanie	utkanie
podstawianie	podstawienie
podkładanie	podłożenie
wszywanie	wszycie
rozsiewanie	rozsianie
zatykanie	zatknięcie
zasadzanie	zasadzenie
wtykanie	wetknięcie
wsuwanie	wsunięcie
wciskanie	wciśnięcie
przerzucanie	przerzucenie
rozsadzanie	rozsadzenie
usadzanie	usadzenie
usadawianie	usadowienie
różowanie	uróżowanie
podtapianie	podtopienie
rozmieszczanie	rozmieszczanie się
rozmieszczanie	rozmieszczenie
rozmieszczanie	porozmieszczanie
rozlokowywanie	rozlokowanie
przystawianie	przystawienie
minowanie	zaminowanie
decentralizowanie	zdecentralizowanie
wkręcanie	wkręcenie
wsypywanie	wsypanie
zatapianie	zatopienie
topienie	utopienie
torpedowanie	storpedowanie
pomieszczanie	pomieszczenie
malowanie się	malowanie
sadowienie	usadowienie
usadawianie	usadowienie
nastawianie	nastawienie
stawianie	postawienie
uzbrajanie	uzbrojenie
nanoszenie	naniesienie
szklenie	przeszklenie
szklenie	oszklenie
rozklejanie	rozklejenie
rozlepianie	rozlepienie
zapuszczanie	zapuszczenie
odwieszanie	odwieszenie
zadawanie	zadanie
oprawianie	oprawienie
wprawianie	wprawienie
rozstrzeliwanie	rozstrzelenie
parkowanie	zaparkowanie
narzucanie	narzucenie
zarzucanie	zarzucenie
przesadzanie	przesadzenie
umieszczanie	umieszczenie
umieszczanie	poumieszczanie
lokowanie	ulokowanie
lokowanie	polokowanie
lokalizowanie	zlokalizowanie
sytuowanie	usytuowanie
umiejscawianie	umiejscowienie
usadawianie	usadowienie
przesypywanie	przesypanie
wkopywanie	wkopanie
zapychanie	zapchanie
obwieszanie	obwieszenie
zawieszanie	zawieszenie
zamykanie	zamknięcie
kulbaczenie	okulbaczenie
przywieszanie	przywieszenie
uwieszanie	uwieszenie
zawieszanie	zawieszenie
rozcieranie	roztarcie
zanurzanie	zanurzanie się
zanurzanie	zanurzenie
wieszanie	powieszenie
zawieszanie	pozawieszanie
zawieszanie	zawieszenie
wpędzanie	wpędzenie
wganianie	wgonienie
dostawianie	dostawienie
podstawianie	podstawienie
doholowywanie	doholowanie
doprowadzanie	doprowadzenie
sprowadzanie	sprowadzenie
przyprowadzanie	przyprowadzenie
doholowywanie	doholowanie
przyholowywanie	przyholowanie
przywodzenie	przywiedzenie
przyganianie	przygnanie
przyganianie	przygonienie
przypędzanie	przypędzenie
spędzanie	spędzenie
zapędzanie	zapędzenie
zaganianie	zagonienie
zganianie	zgonienie
zganianie	zegnanie
zaprowadzanie	zaprowadzenie
wprowadzanie	wprowadzenie
wwodzenie	wwiedzenie
ogrywanie	ogranie
zaprawianie	zaprawienie
wprawianie	wprawienie
wyrabianie	wyrobienie
wykształcanie	wykształcenie
wyrabianie	wyrobienie
gimnastykowanie	wygimnastykowanie
gimnastykowanie	wygimnastykowanie
ćwiczenie	wyćwiczenie
tresowanie	wytresowanie
rozciąganie się	rozciągnięcie się
układanie	ułożenie
szlifowanie	wyszlifowanie
szlifowanie	doszlifowanie
szlifowanie	oszlifowanie
wyszlifowywanie	wyszlifowanie
doszlifowywanie	doszlifowanie
ugładzanie	ugładzenie
wygładzanie	wygładzenie
doskonalenie	udoskonalenie
doskonalenie	wydoskonalenie
ćwiczenie	wyćwiczenie
ćwiczenie	ćwiczenie się
ćwiczenie	wydoskonalenie
trenowanie	wytrenowanie
udoskonalanie	udoskonalenie
wydoskonalanie	wydoskonalenie
kształcenie	wykształcenie
formowanie	uformowanie
modelowanie	wymodelowanie
urabianie	urobienie
wykształcanie	wykształcenie
rozwijanie	rozwijanie się
rozwijanie	rozwinięcie
przeformowywanie	przeformowanie
upokarzanie się	upokorzenie się
unaocznianie	unaocznienie
uobecnianie	uobecnienie
nabzdyczanie się	nabzdyczenie się
obsypywanie	obsypanie
osypywanie	osypanie
litowanie się	ulitowanie się
litowanie się	zlitowanie się
przejawianie	przejawienie
manifestowanie	manifestowanie się
manifestowanie	zamanifestowanie
użalanie się	użalenie się
żałowanie	pożałowanie
objawianie	objawienie
ugłaskiwanie	ugłaskanie
krzywienie się	skrzywienie się
skrzywianie się	skrzywienie się
honorowanie	uhonorowanie
pieszczenie	popieszczenie
cieszenie się	ucieszenie się
radowanie się	rozradowanie się
uśmiechanie się	uśmiechnięcie się
posyłanie uśmiechu	posłanie uśmiechu
okazywanie	okazanie
demonstrowanie	zademonstrowanie
uzewnętrznianie	uzewnętrznienie
wykazywanie	wykazanie
wylewanie	wylanie
wyrażanie	wyrażenie
pokazywanie	pokazanie
czczenie	uczczenie
wyliczenie	wyliczanie
odliczenie	odliczanie
naliczenie	naliczanie
naliczenie	liczenie
potrącenie	potrącanie
odtrącenie	odtrącanie
strącenie	strącanie
odjęcie	odejmowanie
doliczenie	doliczanie
doliczenie	liczenie
dodanie	dodawanie
zsumowanie	sumowanie
podsumowanie	sumowanie
podsumowanie	podsumowywanie
podliczenie	podliczanie
odpisanie	odpisywanie
uśrednienie	uśrednianie
porachowanie	rachowanie
porachowanie	rachowanie
policzenie	liczenie
obrachowanie	rachowanie
obrachowanie	obrachowywanie
obliczenie	obliczanie
wyliczenie	wyliczanie
wyliczenie	liczenie
skalkulowanie	kalkulowanie
wykalkulowanie	kalkulowanie
podniesienie	podnoszenie
wyrachowanie	rachowanie
zliczenie	zliczanie
obliczenie się	obliczanie się
obrachowanie się	obrachowywanie się
skapitalizowanie	kapitalizowanie
pomnożenie	mnożenie
przemnożenie	przemnażanie
podzielenie	dzielenie
przerobienie	przerabianie
przerobienie	robienie CZYNNOŚĆ
zutylizowanie	utylizowanie
strawestowanie	trawestowanie
zakneblowanie	kneblowanie
przeszycie	przeszywanie
przeszycie	szycie
uciszenie	uciszanie
przetworzenie	przetwarzanie
sparodiowanie	parodiowanie
unieszkodliwienie	unieszkodliwianie
przebicie	przebijanie
sproszkowanie	sproszkowywanie
wybicie	bicie
wybicie	wybijanie
dopasowanie	dopasowywanie
rozkodowanie	rozkodowywanie
odkodowanie	odkodowywanie
rozszyfrowanie	rozszyfrowywanie
odszyfrowanie	odszyfrowywanie
sparafrazowanie	parafrazowanie
przetopienie	przetapianie
zakodowanie	zakodowywanie
zakodowanie	kodowanie
przetworzenie	przetwarzanie
przetransponowanie	transponowanie
skonwertowanie	konwertowanie
zamówienie	zamawianie
zredukowanie	redukowanie
upłynnienie	upłynnianie
skondensowanie	kondensowanie
odmienienie	odmienianie
przedzierzgnięcie	przedzierzganie
przeobrażenie	przeobrażanie
przekształcenie	przekształcanie
przemienienie	przemienienie się
przemienienie	przemienianie
przeformowanie	przeformowywanie
skrystalizowanie	skrystalizowanie się
skrystalizowanie	krystalizowanie
wykrystalizowanie	wykrystalizowanie się
wykrystalizowanie	krystalizowanie
wykrystalizowanie	wykrystalizowywanie
zaklęcie	zaklinanie
spakowanie	pakowanie
przeistoczenie	przeistaczanie
utwardzenie	utwardzanie
przestawianie	przestawienie
zaczarowanie	czarowanie
zneutralizowanie	neutralizowanie
zobojętnienie	zobojętnianie
sprowadzenie	sprowadzanie
transponowanie	przetransponowanie
dopisywanie	dopisanie
kreślenie	nakreślenie
wyjęzyczanie się	wyjęzyczenie się
sugerowanie	zasugerowanie
dawanie do zrozumienia	danie do zrozumienia
ryzykowanie	zaryzykowanie
wyrażanie się	wyrażenie się
formułowanie	sformułowanie
wyrażanie	wyrażenie
ujmowanie	ujęcie
artykułowanie	wyartykułowanie
pisanie	napisanie
stawianie	postawienie
wysławianie się	wysłowienie się
skreślanie	skreślenie
rozpisywanie się	rozpisanie się
wyprowadzanie	wyprowadzenie
przeformułowywanie	przeformułowanie
określanie	określenie
oddziaływanie	oddziałanie
wpływanie	wpłynięcie
działanie	podziałanie
warunkowanie	uwarunkowanie
uwarunkowywanie	uwarunkowanie
zaważanie	zaważenie
rzucanie	rzucenie
rzucanie	rzucenie
przeważanie	przeważenie
zwyciężanie	zwyciężenie
decydowanie	zadecydowanie
decydowanie	zdecydowanie
rozstrzyganie	rozstrzygnięcie
docieranie	dotarcie
nadlatywanie	nadlecenie
wlewanie się	wlanie się
zaciąganie	zaciągnięcie
nasuwanie się	nasunięcie się
płynięcie	przypłynięcie
płynięcie	popłynięcie
płynięcie	opłynięcie
płynięcie	odpłynięcie
przypływanie	przypłynięcie
dolatywanie	dolecenie
dochodzenie	dojście
dobieganie	dobiegnięcie
nadpływanie	nadpłynięcie
bluzganie	bluźnięcie
bluzganie	bluzgnięcie
bicie	wybicie
tryskanie	tryśnięcie
wytryskanie	wytryśnięcie
wytryskiwanie	wytryśnięcie
strzykanie	strzyknięcie
wypryskiwanie	wypryśnięcie
buchanie	buchnięcie
pryskanie	pryśnięcie
sikanie	siknięcie
rozpryskiwanie się	rozpryśnięcie się
rozpryskiwanie się	rozpryskanie się
rozbryzgiwanie się	rozbryzganie się
rozbryzgiwanie się	rozbryźnięcie się
wybuchanie	wybuchnięcie
rzyganie	rzygnięcie
wyciekanie	wycieknięcie
chlastanie	chlaśnięcie
płynięcie	popłynięcie
płynięcie	podpłynięcie
przesączanie się	przesączenie się
wylewanie się	wylanie się
ulewanie się	ulanie się
kipienie	zakipienie
kipienie	wykipienie
przeciekanie	przecieknięcie
toczenie się	potoczenie się
cieknięcie	wycieknięcie
cieknięcie	przecieknięcie
chlustanie	chluśnięcie
przelewanie się	przelanie się
wysączanie się	wysączenie się
pienienie się	zapienienie się
pienienie się	spienienie się
spienianie się	spienienie się
wylatywanie	wylecenie
wybijanie się	wybicie się
odpływanie	odpłynięcie
uchodzenie	ujście
ściekanie	ścieknięcie
wybuchanie	wybuchnięcie
wysypywanie się	wysypanie się
walenie	walnięcie
sypanie się	sypnięcie się
sypanie się	wysypanie się
sypanie się	posypanie się
sypanie się	przesypanie się
sypanie się	przesypanie się
zsypywanie się	zsypanie się
wydostawanie się	wydostanie się
wydobywanie się	wydobycie się
uchodzenie	ujście
uciekanie	ucieknięcie
wylewanie się	wylanie się
przeciekanie	przecieknięcie
wydzielanie się	wydzielenie się
wywijanie się	wywinięcie się
rozsypywanie się	rozsypanie się
wypływanie	wypłynięcie
wylewanie	wylanie
rozlewanie	rozlanie
ulatywanie	ulecenie
przesypywanie się	przesypanie się
monopolizowanie	zmonopolizowanie
zajmowanie	zajęcie
sypanie się	sypnięcie się
spływanie	spłynięcie
zagarnianie	zagarnięcie
plenienie się	rozplenienie się
rozprzestrzenianie się	rozprzestrzenienie się
rozszerzanie się	rozszerzenie się
poszerzanie się	poszerzenie się
pomykanie	pomknięcie
odparowywanie	odparowanie
rozlewanie się	rozlanie się
opanowywanie	opanowanie
podbijanie	podbicie
zawojowywanie	zawojowanie
zalewanie	zalanie
rozpływanie się	rozpłynięcie się
rozwlekanie się	rozwleczenie się
rozlewanie	rozlanie
rozpełzanie się	rozpełźnięcie się
ulatnianie się	ulotnienie się
obejmowanie	objęcie
rozchodzenie się	rozejście się
polewanie się	polanie się
rozmazywanie się	rozmazanie się
zajmowanie	zajęcie
wzrastanie	wzrośnięcie
zbieranie się	pozbieranie się
zbieranie się	zebranie się
gromadzenie się	zgromadzenie się
grupowanie się	zgrupowanie się
piętrzenie się	spiętrzenie się
spiętrzanie się	spiętrzenie się
odkładanie się	odłożenie się
wzbieranie	wezbranie
przyrastanie	przyrośnięcie
przybywanie	przybycie
narastanie	narośnięcie
nawarstwianie się	nawarstwienie się
osadzanie się	osadzenie się
naciekanie	nacieknięcie
napływanie	napłynięcie
nabieganie	nabiegnięcie
śmiganie	śmignięcie
zakwitanie	zakwitnięcie
rozkwitanie	rozkwitnięcie
wyrastanie	wyrośnięcie
przerastanie	przerośnięcie
kiełkowanie	zakiełkowanie
kiełkowanie	wykiełkowanie
wschodzenie	wzejście
podrastanie	podrośnięcie
odrastanie	odrośnięcie
rozrastanie się	rozrośnięcie się
rozwijanie się	rozwinięcie się
dojrzewanie	dojrzenie
dochodzenie	dojście
plenienie się	rozplenienie się
rośnięcie	odrośnięcie
rośnięcie	odrośnięcie
rośnięcie	urośnięcie
urastanie	urośnięcie
wzrastanie	wzrośnięcie
rozwijanie się	rozwijanie
rozwijanie się	rozwinięcie się
tycie	utycie
nabieranie ciała	nabranie ciała
nabieranie wagi	nabranie wagi
poprawianie się	poprawienie się
przybieranie na wadze	przybranie na wadze
zaokrąglanie się	zaokrąglenie się
rozrastanie się	rozrośnięcie się
rozbudowywanie się	rozbudowanie się
rozbudowywanie się	rozbudowywanie
pogłębianie się	pogłębienie się
pęcznienie	spęcznienie
rośnięcie	wyrośnięcie
wyrastanie	wyrośnięcie
rozszerzanie się	rozszerzenie się
poszerzanie się	poszerzenie się
rozprężanie się	rozprężenie się
przyrastanie	przyrośnięcie
przybieranie	przybranie
wzbieranie	wezbranie
rozszerzanie się	rozszerzenie się
rozpychanie się	rozepchanie się
rozpychanie się	rozepchnięcie się
