administrować	administrowanie
napaść	napaść
zaatakować	zaatakowanie
natrzeć	natarcie
najechać	najechanie
nalecieć	nalecenie
naskoczyć	naskoczenie
naskoczyć	naskok
wjechać	wjechanie
wsiąść	wsiądnięcie
skoczyć do gardła	skoczenie do gardła
rzucić się do gardła	rzucenie się do gardła
wyskoczyć z gębą	wyskoczenie z gębą
wyskoczyć z pyskiem	wyskoczenie z pyskiem
bronić	bronienie
prosić	proszenie
stawać w obronie	stawanie w obronie
walczyć	walczenie
wstawiać się	wstawianie się
upominać się o krzywdę	upominanie się o krzywdę
adwokatować	adwokatowanie
obstawać	obstawanie
obronić	obronienie
stanąć w obronie	stanięcie w obronie
upomnieć się o krzywdę	upomnienie się o krzywdę
rozciągać się	rozciąganie się
wyciągać się	wyciąganie się
rozpychać się	rozpychanie się
przechylić się	przechylenie się
przechylać się	przechylanie się
chylić się	chylenie się
obijać	obijanie
obijać	obijanie
obić	obicie
obić	obicie
obić	obicie
obijać	obijanie
obtłukiwać	obtłukiwanie
obić	obicie
obtłuc	obtłuczenie
obnażać	obnażanie
obnażyć	obnażenie
obnażać	obnażanie
obnażyć	obnażenie
obnażać	obnażanie
demaskować	demaskowanie
demaskować	demaskacja
obnażyć	obnażenie
zdemaskować	zdemaskowanie
podcinać	podcinanie
odcinać	odcinanie
odciąć	odcięcie
podciąć	podcięcie
podcinać	podcinanie
podciąć	podcięcie
podcinać	podcinanie
załamywać	załamywanie
podciąć	podcięcie
załamać	załamanie
przygnębić	przygnębienie
podcinać	podcinanie
podciąć	podcięcie
przedziurawić	przedziurawienie
przebić	przebicie
przyduszać	przyduszanie
przyduszać	przyduszanie
przydusić	przyduszenie
hamować	hamowanie
przyduszać	przyduszanie
zahamować	zahamowanie
przydusić	przyduszenie
rozdymać	rozdymanie
nadymać	nadymanie
naprężać	naprężanie
usztywniać	usztywnianie
rozdąć	rozdęcie
nadąć	nadęcie
naprężyć	naprężenie
usztywnić	usztywnienie
nadmuchiwać	nadmuchiwanie
nadmuchać	nadmuchanie
rozdymać	rozdymanie
wzdymać	wzdymanie
rozdymać	rozdymanie
wyolbrzymiać	wyolbrzymianie
przesadzać	przesadzanie
przekraczać	przekraczanie
rozdymać	rozdymanie
rozdzierać	rozdzieranie
rozedrzeć	rozdarcie
rozdzierać	rozdzieranie
rozjaśniać	rozjaśnianie
rozświetlać	rozświetlanie
rozdzierać	rozdzieranie
rozjaśnić	rozjaśnienie
rozświetlić	rozświetlenie
rozedrzeć	rozdarcie
rozdzierać	rozdzieranie
targać	targanie
rozpruwać	rozpruwanie
rozłączać	rozłączanie
rozłączyć	rozłączenie
rozpruć	rozprucie
rozpruwać	rozpruwanie
rozpruć	rozprucie
rozpruwać	rozpruwanie
rozpruć	rozprucie
rozpychać	rozpychanie
rozepchać	rozepchanie
rozepchnąć	rozepchnięcie
chłostać	chłostanie
chłostać	chłosta
siec	sieczenie
padać	padanie
siec	sieczenie
kosić	koszenie
żąć	żęcie
ścinać	ścinanie
siec	sieczenie
batożyć	batożenie
lać	lanie
mżyć	mżenie
prószyć	prószenie
sypać	sypanie
śnieżyć	śnieżenie
dżdżyć	dżdżenie
rosić	roszenie
siąpić	siąpienie
kropić	kropienie
smagać	smaganie
smagać	smaganie
chłostać	chłostanie
uciskać	uciskanie
uwierać	uwieranie
uciskać	uciskanie
uciskać	uciskanie
ciemiężyć	ciemiężenie
ciemiężyć	ciemięstwo
dynamizować	dynamizowanie
zdynamizować	zdynamizowanie
ujednolicać	ujednolicanie
upodabniać	upodabnianie
normalizować	normalizowanie
optymalizować	optymalizacja
optymalizować	optymalizowanie
racjonalizować	racjonalizacja
racjonalizować	racjonalizowanie
racjonalizować	racjonalizacja
racjonalizować	racjonalizowanie
bajerować	bajerowanie
kitować	kitowanie
zełgać	zełganie
prawić	prawienie
połykać	połykanie
podczytywać	podczytywanie
rozczytywać się	rozczytywanie się
zaczytywać się	zaczytywanie się
sylabizować	sylabizowanie
sylabizować	sylabizacja
dukać	dukanie
czytać	czytanie
rozczytać się	rozczytanie się
zaczytać się	zaczytanie się
bazgrać	bazgranie
skrobać	skrobanie
gryzmolić	gryzmolenie
pisać	pisanie
spuchnąć	spuchnięcie
nabrzmieć	nabrzmienie
obrzęknąć	obrzęknięcie
rozrastać się	rozrastanie się
wychowywać się	wychowywanie się
chować się	chowanie się
wyrastać	wyrastanie
rosnąć	rośnięcie
wychować się	wychowanie się
odchować się	odchowanie się
wzrosnąć	wzrośnięcie
wyrosnąć	wyrośnięcie
dorośleć	doroślenie
dojrzewać	dojrzewanie
dorastać	dorastanie
podrastać	podrastanie
wydorośleć	wydoroślenie
dojrzeć	dojrzenie
dorosnąć	dorośnięcie
podrosnąć	podrośnięcie
poważnieć	poważnienie
wyrastać	wyrastanie
dziecinnieć	dziecinnienie
infantylnieć	infantylnienie
infantylizować się	infantylizowanie się
zdziecinnieć	zdziecinnienie
zinfantylnieć	zinfantylnienie
zinfantylizować się	zinfantylizowanie się
ustatkować się	ustatkowanie się
ustabilizować się	ustabilizowanie się
utemperować się	utemperowanie się
zwiększyć się	zwiększenie się
zmniejszać się	zmniejszanie się
zmniejszyć się	zmniejszenie się
powiększyć się	powiększenie się
rozrosnąć się	rozrośnięcie się
obrzmieć	obrzmienie
podpuchnąć	podpuchnięcie
okrywać się	okrywanie się
przesłaniać się	przesłanianie się
przyoblekać się	przyoblekanie się
zachodzić	zachodzenie
zaciągać się	zaciąganie się
zaćmiewać się	zaćmiewanie się
zakrywać się	zakrywanie się
zawlekać się	zawlekanie się
okryć się	okrycie się
przesłonić się	przesłonięcie się
przyoblec się	przyobleczenie się
zajść	zajście
zaciągnąć się	zaciągnięcie się
zaćmić się	zaćmienie się
zakryć się	zakrycie się
zawlec się	zawleczenie się
obsypać	obsypanie
obsypać	obsypanie
obsypywać	obsypywanie
obsypać	obsypanie
okopywać	okopywanie
okopać	okopanie
zamykać się	zamykanie się
zamknąć się	zamknięcie się
przymykać się	przymykanie się
przymknąć się	przymknięcie się
otwierać się	otwieranie się
otworzyć się	otworzenie się
odmykać się	odmykanie się
rozwierać się	rozwieranie się
rozewrzeć się	rozwarcie się
odemknąć się	odemknięcie się
uchylać się	uchylanie się
uchylić się	uchylenie się
milknąć	milknięcie
przymykać się	przymykanie się
przytykać się	przytykanie się
zamykać się	zamykanie się
przytkać się	przytkanie się
przymknąć się	przymknięcie się
zamknąć się	zamknięcie się
stulić pysk	stulenie pyska
stulić gębę	stulenie gęby
stulić ryj	stulenie ryja
stulić dziób	stulenie dziobu
stulić mordę	stulenie mordy
stulić ryja	stulenie ryja
stulić buzię	stulenie buzi
nabierać wody w usta	nabieranie wody w usta
nabierać wody w gębę	nabieranie wody w gębę
nabierać wody do gęby	nabieranie wody do gęby
nabrać wody w usta	nabranie wody w usta
nabrać wody w gębę	nabranie wody w gębę
nabrać wody do gęby	nabranie wody do gęby
normalizować	normalizowanie
ujednolicić	ujednolicenie
upodobnić	upodobnienie
znormalizować	znormalizowanie
unormować	unormowanie
znormalizować	znormalizowanie
zoptymalizować	zoptymalizowanie
racjonalizować	racjonalizacja
racjonalizować	racjonalizowanie
zracjonalizować	zracjonalizowanie
unowocześnić	unowocześnienie
zmodernizować	zmodernizowanie
zracjonalizować	zracjonalizowanie
zracjonalizować	zracjonalizowanie
zautomatyzować	zautomatyzowanie
skomputeryzować	skomputeryzowanie
zinformatyzować	zinformatyzowanie
zmechanizować	zmechanizowanie
uelastyczniać	uelastycznianie
uelastyczniać	uelastycznianie
uelastycznić	uelastycznienie
uformować	uformowanie
wymodelować	wymodelowanie
uelastycznić	uelastycznienie
usprawniać	usprawnianie
usprawnić	usprawnienie
uefektywniać	uefektywnianie
uefektywnić	uefektywnienie
intensyfikować	intensyfikowanie
wzmóc	wzmożenie
zintensyfikować	zintensyfikowanie
obsadzić	obsadzenie
obsadzić	obsadzenie
powierzyć	powierzenie
obsadzić	obsadzenie
obsadzić	obsadzenie
obsadzić	obsadzenie
zarybić	zarybienie
obsadzić	obsadzenie
obwarowywać	obwarowywanie
ufortyfikować	ufortyfikowanie
umocnić	umocnienie
obwarować	obwarowanie
obwarowywać	obwarowywanie
obwarować	obwarowanie
zastrzegać	zastrzeganie
obwarowywać	obwarowywanie
zastrzec	zastrzeżenie
obwarować	obwarowanie
rozsiewać	rozsiewanie
rozsypywać	rozsypywanie
rozrzucać	rozrzucanie
rozrzucić	rozrzucenie
rozsypać	rozsypanie
rozsiać	rozsianie
rozsiewać	rozsiewanie
rozsiać	rozsianie
rozpowszechniać	rozpowszechnianie
rozsiewać	rozsiewanie
rozpowszechnić	rozpowszechnienie
rozsiać	rozsianie
sąsiadować	sąsiadowanie
sąsiadować	sąsiadowanie
sąsiadować	sąsiadowanie
graniczyć	graniczenie
upadać	upadanie
upaść	upadnięcie
upadać	upadanie
upadać	upadanie
spieprzyć się	spieprzenie się
spierdolić się	spierdolenie się
upaść	upadnięcie
zdemoralizować się	zdemoralizowanie się
upaść	upasienie
demoralizować	demoralizowanie
psuć	psucie
deformować	deformowanie
demoralizować się	demoralizowanie się
upadać	upadanie
wzmiankować	wzmiankowanie
zagospodarowywać	zagospodarowywanie
zagospodarować	zagospodarowanie
zagospodarowywać	zagospodarowywanie
zagospodarować	zagospodarowanie
sfruwać	sfruwanie
sfrunąć	sfrunięcie
schrzanić się	schrzanienie się
gnieździć się	gnieżdżenie się
zamykać gębę na kłódkę	zamykanie gęby na kłódkę
zamykać mordę na kłódkę	zamykanie mordy na kłódkę
zamykać buzię na kłódkę	zamykanie buzi na kłódkę
zamknąć gębę na kłódkę	zamknięcie gęby na kłódkę
zamknąć mordę na kłódkę	zamknięcie mordy na kłódkę
zamknąć buzię na kłódkę	zamknięcie buzi na kłódkę
ugryźć się w język	ugryzienie się w język
urywać	urywanie
urwać	urwanie
wyłączać się	wyłączanie się
wyłączyć się	wyłączenie się
zawiesić głos	zawieszenie głosu
zawieszać głos	zawieszanie głosu
przestawać	przestawanie
ustawać	ustawanie
przerywać	przerywanie
przestać	przestanie
przerwać	przerwanie
ustać	ustanie
wydziobywać	wydziobywanie
wyjeść	wyjedzenie
wydziobać	wydziobanie
łasować	łasowanie
podjadać	podjadanie
podżerać	podżeranie
podjeść	podjedzenie
podeżreć	podżarcie
wydzióbywać	wydzióbywanie
wydzióbać	wydzióbanie
wygryzać	wygryzanie
wygryźć	wygryzienie
wylizywać	wylizywanie
wylizać	wylizanie
lizać	lizanie
oblizywać	oblizywanie
liznąć	liźnięcie
oblizać	oblizanie
wydziobywać	wydziobywanie
wydzióbywać	wydzióbywanie
wydłubywać	wydłubywanie
wykłuwać	wykłuwanie
wyłupiać	wyłupianie
wyjmować	wyjmowanie
wybierać	wybieranie
wyjąć	wyjęcie
wybrać	wybranie
wydłubać	wydłubanie
wydziobać	wydziobanie
wydzióbać	wydzióbanie
wykłuć	wykłucie
wyłupić	wyłupienie
żłobić	żłobienie
dłubać	dłubanie
drążyć	drążenie
ryć	rycie
wyłupić oczy	wyłupienie oczu
grawerować	grawerowanie
rytować	rytowanie
gwintować	gwintowanie
rowkować	rowkowanie
wydrążać	wydrążanie
żłobkować	żłobkowanie
żłobić	żłobienie
wydłubywać	wydłubywanie
wydłubywać	wydłubywanie
rzeźbić	rzeźbienie
zapuchnąć	zapuchnięcie
zaszklić się	zaszklenie się
zaszklić się	zaszklenie się
zabłysnąć	zabłyśnięcie
załzawić się	załzawienie się
zamykać	zamykanie
zamknąć	zamknięcie
mrużyć	mrużenie
przymrużać	przymrużanie
zmrużać	zmrużanie
zmrużyć	zmrużenie
przymrużyć	przymrużenie
zaniedbywać	zaniedbywanie
zaniedbać	zaniedbanie
postępować	postępowanie
zrównywać	zrównywanie
wyrównać	wyrównanie
zrównać	zrównanie
wygładzić	wygładzenie
zrównywać	zrównywanie
stawiać na równi	stawianie na równi
zrównać	zrównanie
postawić na równi	postawienie na równi
deseniować	deseniowanie
ażurować	ażurowanie
ilustrować	ilustrowanie
zilustrować	zilustrowanie
iluminować	iluminowanie
inkrustować	inkrustowanie
intarsjować	intarsjowanie
umajać	umajanie
umaić	umajenie
ukwiecać	ukwiecanie
ukwiecić	ukwiecenie
zdobić	zdobienie
odłączyć	odłączenie
oddzielić	oddzielenie
uwieńczyć	uwieńczenie
wieńczyć	wieńczenie
wieńczyć	wieńczenie
uwieńczyć	uwieńczenie
nagradzać	nagradzanie
wieńczyć	wieńczenie
uwieńczyć	uwieńczenie
klecić	klecenie
konstruować	konstrukcja
konstruować	konstruowanie
skonstruować	skonstruowanie
sklecić	sklecenie
klecić	klecenie
sklecić	sklecenie
ulepić	ulepek
ulepić	ulepienie
rżnąć	rżnięcie
pomalować	pomalowanie
malować	malowanie
robić makijaż	robienie makijażu
pomalować	pomalowanie
zrobić makijaż	zrobienie makijażu
szminkować	szminkowanie
pudrować	pudrowanie
różować	różowanie
tynkować	tynkowanie
upudrować	upudrowanie
uróżować	uróżowanie
szpikować	szpikowanie
nadziać	nadzianie
nafaszerować	nafaszerowanie
naszpikować	naszpikowanie
kurzyć	kurzenie
kurzyć	kurzenie
plamić	plamienie
zakrwawiać	zakrwawianie
okrwawiać	okrwawianie
zniszczyć	zniszczenie
zniszczyć	zniszczenie
zadawać cios	zadawanie ciosu
uderzyć się	uderzenie się
uderzyć	uderzenie
kopnąć	kopnięcie
wierzgać	wierzganie
wierzgnąć	wierzgnięcie
dziobać	dziobanie
dzióbać	dzióbanie
dziobnąć	dziobnięcie
dzióbnąć	dzióbnięcie
czubić się	czubienie się
minować	minowanie
minować	minowanie
kalkulować	kalkulowanie
symulować	symulowanie
obliczać się	obliczanie się
obrachowywać się	obrachowywanie się
skalkulować	skalkulowanie
obliczyć się	obliczenie się
obrachować się	obrachowanie się
rozliczać się	rozliczanie się
obliczać się	obliczanie się
obrachowywać się	obrachowywanie się
wyliczać się	wyliczanie się
rachować się	rachowanie się
regulować	regulowanie
uregulować	uregulowanie
rozliczyć się	rozliczenie się
obliczyć się	obliczenie się
obrachować się	obrachowanie się
policzyć się	policzenie się
wyliczyć się	wyliczenie się
fakturować	fakturowanie
obrachowywać	obrachowywanie
przeliczać	przeliczanie
przeliczyć	przeliczenie
obrachować	obrachowanie
bimbać	bimbanie
chromolić	chromolenie
gardzić	gardzenie
grać na nosie	granie na nosie
gwizdać	gwizdanie
kichać	kichanie
machać ręką	machanie ręką
nic sobie nie robić	nic sobie nie robienie
olewać	olewanie
pieprzyć	pieprzenie
pierdolić	pierdolenie
pluć	plucie
plwać	plwanie
pogardzać	pogardzanie
pomiatać	pomiatanie
postponować	postponowanie
srać	sranie
śmiać się	śmianie się
organizować się	organizowanie się
łączyć się	łączenie się
jednoczyć się	jednoczenie się
wiązać się	wiązanie się
zwierać szeregi	zwieranie szeregów
zwierać szyki	zwieranie szyków
sprzymierzać się	sprzymierzanie się
złączyć się	złączenie się
zjednoczyć się	zjednoczenie się
zewrzeć szeregi	zwarcie szeregów
zewrzeć szyki	zwarcie szyków
zorganizować się	zorganizowanie się
sprzymierzyć się	sprzymierzenie się
spiknąć się	spiknięcie się
tworzyć	tworzenie
składać się	składanie się
współtworzyć	współtworzenie
stanowić	stanowienie
nakrywać	nakrywanie
nakryć	nakrycie
przyłapywać	przyłapywanie
nakrywać	nakrywanie
zastawać	zastawanie
przyłapać	przyłapanie
nakryć	nakrycie
zastać	zastanie
malować	malowanie
odmalowywać	odmalowywanie
obkładać	obkładanie
obłożyć	obłożenie
stowarzyszać się	stowarzyszanie się
zrzeszać się	zrzeszanie się
stowarzyszyć się	stowarzyszenie się
zrzeszyć się	zrzeszenie się
konfederować się	konfederowanie się
konfederować	konfederowanie
idealizować	idealizowanie
apoteozować	apoteozowanie
gloryfikować	gloryfikowanie
brązowić	brązowienie
brązować	brązowanie
wyidealizować	wyidealizowanie
uwznioślać	uwznioślanie
sublimować	sublimowanie
uduchawiać	uduchawianie
uwznioślić	uwznioślenie
wysublimować	wysublimowanie
uduchowić	uduchowienie
wysławiać	wysławianie
wysławić	wysławienie
błogosławić	błogosławienie
gloryfikować	gloryfikowanie
głosić chwałę	głoszenie chwały
głosić sławę	głoszenie sławy
opiewać	opiewanie
podnosić	podnoszenie
sławić	sławienie
śpiewać	śpiewanie
wychwalać	wychwalanie
piać	pianie
pobłogosławić	pobłogosławienie
podnieść	podniesienie
wychwalić	wychwalenie
wynosić pod niebiosa	wynoszenie pod niebiosa
wychwalać pod niebiosa	wychwalanie pod niebiosa
wychwalić pod niebiosa	wychwalenie pod niebiosa
wynieść pod niebiosa	wyniesienie pod niebiosa
uszlachetniać	uszlachetnianie
uszlachetnić	uszlachetnienie
upodlić	upodlenie
odidealizować	odidealizowanie
odbrązawiać	odbrązawianie
odbrązowić	odbrązowienie
uczłowieczać	uczłowieczanie
humanizować	humanizowanie
uczłowieczyć	uczłowieczenie
zhumanizować	zhumanizowanie
odczłowieczać	odczłowieczanie
dehumanizować	dehumanizowanie
odhumanizowywać	odhumanizowywanie
odczłowieczyć	odczłowieczenie
odhumanizować	odhumanizowanie
zdehumanizować	zdehumanizowanie
niewolić	niewolenie
ujarzmiać	ujarzmianie
zakuwać w kajdany	zakuwanie w kajdany
zakuwać w łańcuchy	zakuwanie w łańcuchy
zawojowywać	zawojowywanie
zniewalać	zniewalanie
podbić	podbicie
zdobyć	zdobycie
ujarzmić	ujarzmienie
zawojować	zawojowanie
zniewolić	zniewolenie
zakuć w kajdany	zakucie w kajdany
zakuć w łańcuchy	zakucie w łańcuchy
gwałcić	gwałcenie
niewolić	niewolenie
popędzić kota	popędzenie kota
pogonić kota	pogonienie kota
brać w obroty	branie w obroty
urlopować	urlopowanie
udzielać	udzielanie
wysyłać	wysyłanie
posyłać	posyłanie
słać	słanie
wysłać	wysłanie
posłać	posłanie
urlopować	urlopowanie
obkładać	obkładanie
obłożyć	obłożenie
zasłaniać	zasłanianie
okryć	okrycie
pokrywać	pokrywanie
okrywać	okrywanie
okryć	okrycie
znaleźć się	znalezienie się
okrywać	okrywanie
okryć	okrycie
osłaniać	osłanianie
osłonić	osłonięcie
ochronić	ochronienie
osłonić	osłonięcie
osłaniać	osłanianie
osłonić	osłonięcie
osłaniać	osłanianie
osłonić	osłonięcie
wydłużyć	wydłużenie
przedłużyć	przedłużenie
rozciągnąć	rozciągnięcie
rozkładać	rozkładanie
rozpościerać	rozpościeranie
rozciągać	rozciąganie
rozciągnąć	rozciągnięcie
rozciągnąć	rozciągnięcie
rozciągać	rozciąganie
rozszerzyć	rozszerzenie
rozciągnąć	rozciągnięcie
wyczyścić	wyczyszczenie
wyczyścić	wyczyszczenie
wyczyścić	wyczyszczenie
wykończyć	wykończenie
cyzelować	cyzelacja
cyzelować	cyzelowanie
dopieszczać	dopieszczanie
