cisnąć	ciskać
zbuntować się	buntować się
podnieść głowę	podnosić głowę
zbuntować się	buntować się
przeciąć	przecinać
naciąć	nacinać
zalegitymizować	legitymizować
przegryźć	przegryzać
przegryźć	przegryzać
zagryźć	zagryzać
popić	popijać
zapić	zapijać
przeżreć	przeżerać
wyżreć	wyżerać
przegryźć	przegryzać
przekłuć	przekłuwać
przerąbać	przerąbywać
przerąbać	przerąbywać
przytulić	przytulać
przygarnąć	przygarniać
przycisnąć	przyciskać
przyłożyć	przykładać
zbliżyć	zbliżać
spulchnić	spulchniać
zorać	zorywać
zaorać	zaorywać
rozpołowić	rozpoławiać
oddalić	oddalać
przepołowić	przepoławiać
przyswoić	przyswajać
opanować	opanowywać
wydziedziczyć	wydziedziczać
wykląć	wyklinać
wchłonąć	wchłaniać
wykląć	wyklinać
łyknąć	łykać
zastraszyć	zastraszać
wchłonąć	wchłaniać
przekląć	przeklinać
przyswoić	przyswajać
zasymilować	asymilować
zapożyczyć	zapożyczać
zapoznać	zapoznawać
zawłaszczyć	zawłaszczać
zdetronizować	detronizować
zdetronizować	detronizować
zaczerpnąć	zaczerpywać
wziąć	brać
znieważyć	znieważać
zużyć się	zużywać się
zdekapitalizować się	dekapitalizować się
potrzeć	pocierać
utrzeć	ucierać
rozciąć	rozcinać
przepiłować	przepiłowywać
unieść	nieść
unieść	unosić
utrzymać	utrzymywać
unieść	unosić
unieść	unosić
obrzezać	obrzezywać
obrzezać	obrzezywać
przemarznąć	przemarzać
zamarznąć	zamarzać
zmarznąć	marznąć
przemarznąć	przemarzać
zziębnąć	ziębnąć
zmarznąć	marznąć
przemęczyć	przemęczać
zgarbić	garbić
pójść w ślady	iść w ślady
pójść śladem	iść śladem
wstąpić w ślady	wstępować w ślady
utrudzić	utrudzać
stłamsić	tłamsić
ograniczyć	ograniczać
ograniczyć	ograniczać
stłamsić	tłamsić
stłamsić	tłamsić
wynarodowić się	wynaradawiać się
wykorzenić się	wykorzeniać się
wykorzenić	wykorzeniać
udręczyć	udręczać
wycieńczyć	wycieńczać
wyniszczyć	wyniszczać
wtajemniczyć	wtajemniczać
dopuścić do tajemnicy	dopuszczać do tajemnicy
wygłodzić	wygładzać
rozorać	rozorywać
rozrąbać	rozrąbywać
przerąbać	przerąbywać
zagłodzić	zagładzać
ukłuć	kłuć
zagłodzić	zagładzać
ukłuć	kłuć
oślepić	oślepiać
ukłuć	kłuć
zahartować	hartować
zadrapać	zadrapywać
zahartować	hartować
zahartować	hartować
uczcić	czcić
uświetnić	uświetniać
obdarzyć	darzyć
obdarzyć	obdarzać
ochrzcić	chrzcić
ochrzcić	chrzcić
ochrzcić	chrzcić
rozrzedzić	rozrzedzać
rozgęścić	rozgęszczać
rozcieńczyć	rozcieńczać
rozwodnić	rozwadniać
przebrać	przebierać
przebrać	przebierać
pogardzić	pogardzać
zakłócić	zakłócać
zamieszać	mieszać
zbuntować	buntować
podburzyć	podburzać
udusić się	dusić się
stracić przytomność	tracić przytomność
omdleć	omdlewać
udźwięcznić	udźwięczniać
wymówić	wymawiać
wyartykułować	artykułować
ubezdźwięcznić	ubezdźwięczniać
unosowić	unosawiać
zakneblować	kneblować
uciszyć	uciszać
zaślinić się	ślinić się
unieszkodliwić	unieszkodliwiać
wydzielić	wydzielać
ziewnąć	ziewać
zamęczyć	zamęczać
sformułować się	formułować się
zaszczuć	zaszczuwać
zaszczuć	zaszczuwać
ukształtować się	kształtować się
ukonstytuować się	konstytuować się
powielić	powielać
sprecyzować	precyzować
uściślić	uściślać
wyszlifować	wyszlifowywać
oszlifować	szlifować
wyszlifować	wyszlifowywać
oheblować	oheblowywać
wyślizgać	wyślizgiwać
zmaltretować	maltretować
zmęczyć	męczyć
podbudować się	podbudowywać się
poprzysiąc	poprzysięgać
poprzysiąc	poprzysięgać
powinszować	winszować
pożyczyć	życzyć
powinszować	winszować
pogratulować	gratulować
zakpić	kpić
zarzec się	zarzekać się
zażegnać się	zażegnywać się
zarzec się	zarzekać się
przyswoić	przyswajać
zasymilować	asymilować
odmówić	odmawiać
pobrać	pobierać
wypowiedzieć	wypowiadać
wziąć	brać
wchłonąć	wchłaniać
pochłonąć	pochłaniać
przyjąć	przyjmować
zresorbować	resorbować
zatrzymać	zatrzymywać
przepuścić	przepuszczać
zachorować	chorować
potwierdzić	potwierdzać
przytwierdzić	przytwierdzać
przyświadczyć	przyświadczać
przytaknąć	przytakiwać
potaknąć	potakiwać
zróżnicować	różnicować
podzielić	dzielić
sklasyfikować	klasyfikować
skategoryzować	kategoryzować
zakwalifikować	kwalifikować
posegregować	segregować
posortować	sortować
stypizować	typizować
pogrupować	grupować
wycieniować	wycieniowywać
zindywidualizować	indywidualizować
zdywersyfikować	dywersyfikować
odindywidualizować	odindywidualizowywać
zdepersonalizować	depersonalizować
odpersonalizować	odpersonalizowywać
spolaryzować	polaryzować
spolaryzować	polaryzować
rozwarstwić	rozwarstwiać
nastawić	nastawiać
zeuropeizować się	europeizować się
schłodzić	schładzać
schłodzić się	schładzać się
wchłonąć się	wchłaniać się
wessać się	wsysać się
przekazać	przekazywać
wysłać	wysyłać
przekazać	przekazywać
dojść	dochodzić
zaparzyć się	zaparzać się
uaktualnić	uaktualniać
zaktualizować	aktualizować
uwspółcześnić	uwspółcześniać
znowelizować	nowelizować
zwołać się	zwoływać się
skreślić	skreślać
wykreślić	wykreślać
przekreślić	przekreślać
przywrócić do życia	przywracać do życia
zamelinować	melinować
zameldować się	meldować się
zameldować się	meldować się
zreinterpretować	reinterpretować
zrejterować	rejterować
zrejterować	rejterować
schłopieć	chłopieć
ukorzenić się	ukorzeniać się
rozpożyczyć	rozpożyczać
przetaszczyć	taszczyć
przetachać	tachać
wpełznąć	wpełzać
wpełznąć	wpełzać
naostrzyć	ostrzyć
zaostrzyć	zaostrzać
zatemperować	temperować
odgwizdać	odgwizdywać
odgwizdać	odgwizdywać
odgwizdać	odgwizdywać
odgwizdać	odgwizdywać
znaleźć się	znajdować się
znaleźć się	znajdować się
znaleźć się	znajdować się
znaleźć się	znajdować się
odnaleźć się	odnajdywać się
odnaleźć się	odnajdować się
znaleźć	znajdywać
znaleźć	znajdować
znaleźć	znajdywać
znaleźć	znajdować
znaleźć	znajdywać
znaleźć	znajdować
uczynnić	uczynniać
maznąć się	mazać się
wymazać	wymazywać
wymazać się	wymazywać się
dociąć	docinać
dociąć	docinać
dociąć	docinać
wyleczyć się	leczyć się
wykurować się	kurować się
odprawić	odprawiać
wyprawić	wyprawiać
odprawić się	odprawiać się
wybrzmieć	wybrzmiewać
wybrzmieć	wybrzmiewać
przebrzmieć	przebrzmiewać
wskazać	wskazywać
ziścić	ziszczać
spełniać	spełnić
złudzić	łudzić
zobiektywizować	obiektywizować
zsubiektywizować	subiektywizować
odideologizować	odideologizowywać
zideologizować	ideologizować
zawierzyć	zawierzać
powierzyć	powierzać
poruczyć	poruczać
nadpisać	nadpisywać
podmienić	podmieniać
przegłosować	przegłosowywać
uszkodzić się	uszkadzać się
wykroić	wykrawać
wypracować	wypracowywać
dopracować się	dopracowywać się
obrosnąć w piórka	obrastać w piórka
zbić majątek	zbijać majątek
zawłaszczyć	zawłaszczać
sięgnąć po cudze	sięgać po cudze
zdefraudować	defraudować
sprzeniewierzyć	sprzeniewierzać
zmalwersować	malwersować
zrewolucjonizować	rewolucjonizować
zrewolucjonizować	rewolucjonizować
wlepić się	wlepiać się
wlepić się	wlepiać się
ujawnić się	ujawniać się
wyjść na jaw	wychodzić na jaw
wyjść na światło dzienne	wychodzić na światło dzienne
uzewnętrznić się	uzewnętrzniać się
ożyć	ożywać
zogniskować się	ogniskować się
skupić się	skupiać się
skoncentrować się	koncentrować się
pogłębić się	pogłębiać się
spłycić się	spłycać się
pogłębić się	pogłębiać się
pogłębić się	pogłębiać się
ugruntować się	ugruntowywać się
umocnić się	umacniać się
przejawić się	przejawiać się
przeważyć	przeważać
przeważyć	przeważać
skończyć	kończyć
skończyć	kończyć
przeważyć	przeważać
przeważyć	przeważać
przeważyć	przeważać
zważyć	ważyć
okazać się	okazywać się
przechylić	przechylać
przekrzywić się	przekrzywiać się
ujawnić się	ujawniać się
odkryć się	odkrywać się
ujawnić się	ujawniać się
urosnąć	urastać
usunąć	usuwać
urosnąć	urastać
nastawić	nastawiać
usposobić	usposabiać
usposobić	usposabiać
utrwalić się	utrwalać się
uwydatnić się	uwydatniać się
wygasnąć	wygasać
dogasnąć	dogasać
zerknąć	zerkać
kuknąć	kukać
rzucić okiem	rzucać okiem
rzucić spojrzenie	rzucać spojrzenie
rzucić wzrok	rzucać wzrok
musnąć	muskać
łypnąć	łypać
wypalić się	wypalać się
wygasnąć	wygasać
zaniknąć	zanikać
skrzyżować spojrzenia	krzyżować spojrzenia
skierować spojrzenie	kierować spojrzenie
skierować wzrok	kierować wzrok
wygasnąć	wygasać
popatrzyć	patrzyć
wymrzeć	wymierać
wygasnąć	wygasać
obciągnąć	obciągać
wygasnąć	wygasać
obciągnąć	obciągać
poprawić	poprawiać
wyrównać	wyrównywać
ułożyć	układać
uładzić	uładzać
doprowadzić do porządku	doprowadzać do porządku
obciągnąć	obciągać
żłopnąć	żłopać
golnąć	golić
przepłukać gardło	przepłukiwać gardło
zwilżyć gardło	zwilżać gardło
zachlać	zachlewać
wlać ... w siebie	wlewać ... w siebie
odlać	odlewać
zlać	zlewać
ulać	ulewać
obciągnąć	obciągać
spłynąć	spływać
ścieknąć	ściekać
obcieknąć	obciekać
ocieknąć	ociekać
obciec	obciekać
ociec	ociekać
odciec	odciekać
spopularyzować się	popularyzować się
przyjąć się	przyjmować się
rozkrzewić się	rozkrzewiać się
utrzeć się	ucierać się
umasowić się	umasawiać się
przewietrzać się	przewietrzyć się
oczyścić się	oczyszczać się
odświeżyć się	odświeżać się
przewietrzyć się	przewietrzać się
przewietrzyć	przewietrzać
zaciążyć	ciążyć
dać dotację	dawać dotację
odpisać	odpisywać
odpisać	odpisywać
podrożyć	podrażać
podbić cenę	podbijać cenę
zdrożeć	drożeć
ponieść	ponosić
ponieść	ponosić
potanić	potaniać
stanieć	tanieć
zaniżyć	zaniżać
zawyżyć	zawyżać
nasycić	nasycać
skrystalizować	krystalizować
wykrystalizować	wykrystalizowywać
skrystalizować się	krystalizować się
wykrystalizować się	wykrystalizowywać się
ukonkretnić	ukonkretniać
skonkretyzować	konkretyzować
skrystalizować	krystalizować
wykrystalizować	wykrystalizowywać
ukonkretnić się	ukonkretniać się
skonkretyzować się	konkretyzować się
skrystalizować się	krystalizować się
wykrystalizować się	wykrystalizowywać się
potwierdzić się	potwierdzać się
przyświecić	przyświecać
zaciążyć	ciążyć
przejść	przechodzić
przejechać	przejeżdżać
rozminąć się z prawdą	rozmijać się z prawdą
minąć się z prawdą	mijać się z prawdą
zatrzeć się	zacierać się
zatrzeć się	zacierać się
zatrzeć się	zacierać się
rozmyć się	rozmywać się
rozpłynąć się	rozpływać się
rozpowszechnić się	rozpowszechniać się
rozpowszechnić się	rozpowszechniać się
zarysować się	zarysowywać się
przesadzić	przesadzać
przeżreć się	przeżerać się
przejeść się	przejadać się
przejeść się	przejadać się
streścić się	streszczać się
streścić się	streszczać się
pospieszyć się	spieszyć się
uwinąć się	uwijać się
uprościć	upraszczać
strywializować	trywializować
zbanalizować	banalizować
strywializować	trywializować
zwulgaryzować	wulgaryzować
zinfantylizować	infantylizować
ukontentować	kontentować
zakasać	zakasywać
zaważyć	zaważać
wykazać	wykazywać
zaznaczyć się	zaznaczać się
zaznaczyć się	zaznaczać się
wyniknąć	wynikać
wypłynąć	płynąć
wypłynąć	wypływać
zrodzić się	rodzić się
powiązać	wiązać
wyrównać	wyrównywać
oblec się	oblekać się
podżyrować	żyrować
przyoblec się	przyoblekać się
przyoblec	przyoblekać
chłosnąć	chłostać
chłosnąć	chłostać
chłosnąć	chłostać
rozchmurzyć	rozchmurzać
uderzyć	uderzać
rozpogodzić	rozpogadzać
wypogodzić	wypogadzać
smagnąć	smagać
rozpogodzić się	rozpogadzać się
wypogodzić się	wypogadzać się
smagnąć	smagać
przejaśnić się	przejaśniać się
rozchmurzyć się	rozchmurzać się
przetrzeć się	przecierać się
rozweselić się	rozweselać się
rozchmurzyć się	rozchmurzać się
zdeptać	deptać
zdeptać	deptać
zdeptać	deptać
zapłodnić	zapładniać
ustalić się	ustalać się
ustalić się	ustalać się
wyklarować się	klarować się
wyjaśnić się	wyjaśniać się
wyklarować się	klarować się
wyklarować się	klarować się
sklarować	klarować
nawarstwić się	nawarstwiać się
osadzić się	osadzać się
odstać się	odstawać się
ostać się	ostawać się
opłukać	opłukiwać
opłukać się	opłukiwać się
wyiskać	iskać
zagazować	gazować
odgrzybić	odgrzybiać
zagrzybić	zagrzybiać
odgruzować	odgruzowywać
zagruzować	zagruzowywać
zasypać	zasypywać
odmulić	odmulać
odrdzewić	odrdzewiać
odsiarczyć	odsiarczać
napastować	pastować
wypucować	pucować
zetrzeć	ścierać
rozpogodzić się	rozpogadzać się
wypogodzić się	wypogadzać się
poweseleć	weseleć
rozbawić się	rozbawiać się
zaczadzić	zaczadzać
rozochocić się	rozochacać się
zaczadzić	zaczadzać
posmutnieć	smutnieć
zesmutnieć	smutnieć
zasmrodzić	zasmradzać
zapluskwić	zapluskwiać
odpluskwić	odpluskwiać
zasiarczyć	zasiarczać
nachmurzyć się	nachmurzać się
zmarkotnieć	markotnieć
uwarunkować	uwarunkowywać
określić	określać
zasępić się	zasępiać się
przygasnąć	przygasać
posępnieć	sposępnieć
zachmurzyć się	zachmurzać się
zasmucić się	zasmucać się
skompensować	kompensować
zminimalizować	minimalizować
zmaksymalizować	maksymalizować
nasilić	nasilać
zniwelować	niwelować
zniwelować	niwelować
zniwelować	niwelować
rozbielić	rozbielać
rozjarzyć	rozjarzać
rozpalić	rozpalać
rozproszyć	rozpraszać
rozpromienić	rozpromieniać
rozświecić	rozświecać
rozwidnić	rozwidniać
wysondować	sondować
wysondować	sondować
wysondować	sondować
wybadać	wybadywać
rozjaśnić	rozjaśniać
rozświetlić	rozświetlać
rozpromienić	rozpromieniać
opromienić	opromieniać
zagruntować	gruntować
zawiać	zawiewać
zagruntować	zagruntowywać
przenieść	przenosić
odmalować się	odmalowywać się
odbić się	odbijać się
wzbogacić	wzbogacać
użyźnić	użyźniać
odzwierciedlić się	odzwierciedlać się
nawieźć	nawozić
wymalować się	wymalowywać się
przynieść	przynosić
zakończyć się	kończyć się
dobiec końca	dobiegać końca
skończyć się	kończyć się
zakończyć się	kończyć się
zakończyć się	kończyć się
położyć kres	kłaść kres
dokonać	dokonywać
zabić	zabijać
zabić	zabijać
zabić	zabijać
zabić	zabijać
zagrać	grać
zagrać	grać
udać się	udawać się
powieść się	powodzić się
rozegrać	rozgrywać
skopić	kopić
obrzucić	obrzucać
obsypać	obsypywać
odciągnąć	odciągać
odciągnąć	odciągać
odciągnąć	odciągać
odciągnąć	odciągać
odwlec	odwlekać
odciągnąć	odciągać
odciągnąć	odciągać
naciągnąć	naciągać
odłożyć	odkładać
przesunąć	przesuwać
rozświetlić się	rozświetlać się
opromienić się	opromieniać się
pojaśnieć	jaśnieć
naradzić się	naradzać się
odtrącić	odtrącać
odtrącić	odtrącać
doglądnąć	doglądać
zająć się	zajmować się
otoczyć opieką	otaczać opieką
roztoczyć opiekę	roztaczać opiekę
plunąć	pluć
splunąć	spluwać
poderwać	podrywać
powitać	witać
przywitać	witać
rozprawić się	rozprawiać się
załatwić rachunki	załatwiać rachunki
wyrównać rachunki	wyrównywać rachunki
załatwić się	załatwiać się
rozprawić się	rozprawiać się
rozwieść się	rozwodzić się
zejść się	schodzić się
rozejść się	rozchodzić się
wziąć rozwód	brać rozwód
rozwieść	rozwodzić
podrzucić	podrzucać
podrzucić	podrzucać
dopełnić	dopełniać
podrzucić	podrzucać
podrzucić	podrzucać
podrzucić	podrzucać
podwieźć	podwozić
zubożyć	zubożać
zubożyć	zubożać
wyjałowić	wyjaławiać
wyjałowić	wyjaławiać
popchnąć	popychać
popchnąć	popychać
pchnąć	pchać
zdezynfekować	dezynfekować
wysterylizować	sterylizować
popchnąć	popychać
ukwasić	ukwaszać
zakwasić	zakwaszać
zasolić	zasalać
nasolić	nasalać
zapeklować	peklować
wyprażyć	wyprażać
wysuszyć	wysuszać
wyprażyć	wyprażać
wyprażyć	wyprażać
podpisać	podpisywać
zaparafować	parafować
zaadresować	adresować
zwracać	zwrócić
skierować	kierować
zaadresować	adresować
podstemplować	podstemplowywać
zalakować	lakować
opatrywać	opatrzyć
opatrywać	opatrzyć
opatrywać	opatrzyć
wystrzępić	wystrzępiać
wystrzępić się	wystrzępiać się
zaburzyć	zaburzać
zgasić	gasić
wygasić	wygaszać
wygasić	wygaszać
przyśpieszyć	przyśpieszać
przyspieszyć	przyspieszać
przybliżyć	przybliżać
oddalić	oddalać
polepszyć	polepszać
przełożyć	przekładać
nadszarpnąć	nadszarpywać
przełożyć się	przekładać się
poderwać	podrywać
wyrazić się	wyrażać się
nadszarpać	nadszarpywać
uszkodzić	uszkadzać
porazić	porażać
sparaliżować	paraliżować
sparaliżować	paraliżować
przewrócić	przewracać
wydać	wydawać
zaowocować	owocować
zrodzić owoce	rodzić owoce
przewrócić	przewracać
przygwoździć	przygważdżać
